golden_team_id,src_a_id,src_b_id,src_c_id
GT0001899,SRA0001706,SRB0001469,SRC0000960
GT0001900,SRA0001707,SRB0001470,SRC0000961
GT0001901,SRA0001708,SRB0001471,SRC0000962
GT0001902,SRA0001709,,SRC0000963
GT0001903,SRA0001710,SRB0001472,SRC0000964
GT0001904,SRA0001711,SRB0001473,
GT0001905,SRA0001712,SRB0001474,
GT0001906,SRA0001713,,SRC0000965
GT0001907,SRA0001714,SRB0001475,SRC0000966
GT0001908,SRA0001715,SRB0001476,SRC0000967
GT0001909,SRA0001716,SRB0001477,
GT0001910,SRA0001717,SRB0001478,SRC0000968
GT0001911,SRA0001718,SRB0001479,
GT0001912,SRA0001719,SRB0001480,SRC0000969
GT0001913,,SRB0001481,
GT0001914,SRA0001720,,SRC0000970
GT0001915,SRA0001721,,SRC0000971
GT0001916,SRA0001722,SRB0001482,
GT0001917,SRA0001723,SRB0001483,
GT0001918,SRA0001724,SRB0001484,
GT0001919,SRA0001725,SRB0001485,SRC0000972
GT0001920,SRA0001726,,
GT0001921,SRA0001727,SRB0001486,
GT0001922,SRA0001728,SRB0001487,SRC0000973
GT0001923,SRA0001729,SRB0001488,SRC0000974
GT0001924,SRA0001730,SRB0001489,
GT0001925,SRA0001731,SRB0001490,SRC0000975
GT0001926,SRA0001732,,
GT0001927,SRA0001733,SRB0001491,
GT0001928,SRA0001734,SRB0001492,SRC0000976
GT0001929,SRA0001735,,
GT0001930,,SRB0001493,SRC0000977
GT0001931,SRA0001736,SRB0001494,
GT0001932,SRA0001737,,
GT0001933,SRA0001738,SRB0001495,SRC0000978
GT0001934,SRA0001739,SRB0001496,SRC0000979
GT0001935,SRA0001740,SRB0001497,SRC0000980
GT0001936,SRA0001741,SRB0001498,
GT0001937,SRA0001742,SRB0001499,SRC0000981
GT0001938,SRA0001743,SRB0001500,SRC0000982
GT0001939,SRA0001744,SRB0001501,SRC0000983
GT0001940,SRA0001745,,
GT0001941,SRA0001746,SRB0001502,
GT0001942,SRA0001747,SRB0001503,SRC0000984
GT0001943,,,SRC0000985
GT0001944,SRA0001748,,
GT0001945,SRA0001749,SRB0001504,SRC0000986
GT0001946,SRA0001750,SRB0001505,
GT0001947,SRA0001751,SRB0001506,SRC0000987
GT0001948,SRA0001752,SRB0001507,
GT0001949,SRA0001753,SRB0001508,SRC0000988
GT0001950,SRA0001754,SRB0001509,
GT0001951,SRA0001755,SRB0001510,SRC0000989
GT0001952,SRA0001756,,
GT0001953,SRA0001757,SRB0001511,
GT0001954,SRA0001758,SRB0001512,SRC0000990
GT0001955,SRA0001759,SRB0001513,
GT0001956,SRA0001760,SRB0001514,SRC0000991
GT0001957,SRA0001761,,SRC0000992
GT0001958,SRA0001762,SRB0001515,
GT0001959,SRA0001763,SRB0001516,SRC0000993
GT0001960,SRA0001764,SRB0001517,SRC0000994
GT0001961,SRA0001765,SRB0001518,SRC0000995
GT0001962,,SRB0001519,
GT0001963,,SRB0001520,SRC0000996
GT0001964,,SRB0001521,
GT0001965,SRA0001766,SRB0001522,SRC0000997
GT0001966,SRA0001767,,SRC0000998
GT0001967,SRA0001768,SRB0001523,SRC0000999
GT0001968,SRA0001769,SRB0001524,SRC0001000
GT0001969,SRA0001770,,
GT0001970,SRA0001771,SRB0001525,SRC0001001
GT0001971,SRA0001772,SRB0001526,SRC0001002
GT0001972,SRA0001773,,SRC0001003
GT0001973,SRA0001774,SRB0001527,
GT0001974,SRA0001775,,SRC0001004
GT0001975,,SRB0001528,
GT0001976,SRA0001776,SRB0001529,SRC0001005
GT0001977,SRA0001777,SRB0001530,SRC0001006
GT0001978,SRA0001778,,
GT0001979,,SRB0001531,SRC0001007
GT0001980,SRA0001779,,
GT0001981,SRA0001780,SRB0001532,SRC0001008
GT0001982,SRA0001781,SRB0001533,SRC0001009
GT0001983,SRA0001782,,SRC0001010
GT0001984,,SRB0001534,
GT0001985,SRA0001783,SRB0001535,
GT0001986,SRA0001784,SRB0001536,
GT0001987,SRA0001785,SRB0001537,
GT0001988,SRA0001786,SRB0001538,SRC0001011
GT0001989,SRA0001787,,
GT0001990,SRA0001788,SRB0001539,SRC0001012
GT0001991,SRA0001789,SRB0001540,SRC0001013
GT0001992,SRA0001790,SRB0001541,
GT0001993,SRA0001791,SRB0001542,SRC0001014
GT0001994,SRA0001792,,SRC0001015
GT0001995,SRA0001793,SRB0001543,SRC0001016
GT0001996,SRA0001794,SRB0001544,SRC0001017
GT0001997,SRA0001795,SRB0001545,SRC0001018
GT0001998,,SRB0001546,SRC0001019
GT0001999,SRA0001796,,SRC0001020
GT0002000,SRA0001797,SRB0001547,SRC0001021
GT0002001,SRA0001798,SRB0001548,SRC0001022
GT0002002,SRA0001799,SRB0001549,SRC0001023
GT0002003,SRA0001800,,SRC0001024
GT0002004,SRA0001801,,
GT0002005,,SRB0001550,SRC0001025
GT0002006,SRA0001802,SRB0001551,SRC0001026
GT0002007,SRA0001803,SRB0001552,SRC0001027
GT0002008,SRA0001804,SRB0001553,
GT0002009,SRA0001805,SRB0001554,SRC0001028
GT0002010,SRA0001806,SRB0001555,SRC0001029
GT0002011,SRA0001807,SRB0001556,
GT0002012,,SRB0001557,SRC0001030
GT0002013,,SRB0001558,SRC0001031
GT0002014,SRA0001808,SRB0001559,
GT0002015,SRA0001809,SRB0001560,SRC0001032
GT0002016,SRA0001810,SRB0001561,
GT0002017,SRA0001811,SRB0001562,
GT0002018,SRA0001812,,SRC0001033
GT0002019,SRA0001813,SRB0001563,SRC0001034
GT0002020,SRA0001814,SRB0001564,
GT0002021,SRA0001815,SRB0001565,
GT0002022,SRA0001816,SRB0001566,SRC0001035
GT0002023,SRA0001817,,SRC0001036
GT0002024,SRA0001818,SRB0001567,SRC0001037
GT0002025,SRA0001819,,SRC0001038
GT0002026,SRA0001820,SRB0001568,
GT0002027,SRA0001821,SRB0001569,SRC0001039
GT0002028,SRA0001822,SRB0001570,
GT0002029,SRA0001823,SRB0001571,SRC0001040
GT0002030,SRA0001824,SRB0001572,SRC0001041
GT0002031,SRA0001825,SRB0001573,SRC0001042
GT0002032,SRA0001826,SRB0001574,SRC0001043
GT0002033,SRA0001827,SRB0001575,
GT0002034,SRA0001828,SRB0001576,
GT0002035,SRA0001829,SRB0001577,
GT0002036,SRA0001830,SRB0001578,SRC0001044
GT0002037,SRA0001831,SRB0001579,SRC0001045
GT0002038,SRA0001832,SRB0001580,
GT0002039,SRA0001833,SRB0001581,SRC0001046
GT0002040,SRA0001834,SRB0001582,SRC0001047
GT0002041,SRA0001835,SRB0001583,
GT0002042,,SRB0001584,
GT0002043,SRA0001836,,
GT0002044,,SRB0001585,
GT0002045,SRA0001837,SRB0001586,
GT0002046,SRA0001838,,SRC0001048
GT0002047,SRA0001839,,
GT0002048,SRA0001840,SRB0001587,SRC0001049
GT0002049,SRA0001841,,
GT0002050,SRA0001842,SRB0001588,
GT0002051,SRA0001843,SRB0001589,
GT0002052,SRA0001844,SRB0001590,SRC0001050
GT0002053,SRA0001845,,SRC0001051
GT0002054,SRA0001846,SRB0001591,SRC0001052
GT0002055,SRA0001847,,
GT0002056,SRA0001848,,SRC0001053
GT0002057,SRA0001849,SRB0001592,SRC0001054
GT0002058,SRA0001850,SRB0001593,SRC0001055
GT0002059,SRA0001851,,SRC0001056
GT0002060,SRA0001852,SRB0001594,SRC0001057
GT0002061,SRA0001853,SRB0001595,
GT0002062,SRA0001854,SRB0001596,
GT0002063,SRA0001855,SRB0001597,SRC0001058
GT0002064,SRA0001856,SRB0001598,SRC0001059
GT0002065,SRA0001857,SRB0001599,SRC0001060
GT0002066,,SRB0001600,
GT0002067,SRA0001858,SRB0001601,SRC0001061
GT0002068,SRA0001859,SRB0001602,
GT0002069,,SRB0001603,SRC0001062
GT0002070,SRA0001860,SRB0001604,
GT0002071,SRA0001861,,SRC0001063
GT0002072,SRA0001862,SRB0001605,SRC0001064
GT0002073,SRA0001863,,
GT0002074,SRA0001864,SRB0001606,SRC0001065
GT0002075,SRA0001865,SRB0001607,SRC0001066
GT0002076,SRA0001866,SRB0001608,
GT0002077,SRA0001867,SRB0001609,SRC0001067
GT0002078,SRA0001868,SRB0001610,SRC0001068
GT0002079,SRA0001869,SRB0001611,SRC0001069
GT0002080,SRA0001870,SRB0001612,
GT0002081,SRA0001871,SRB0001613,
GT0002082,SRA0001872,SRB0001614,SRC0001070
GT0002083,SRA0001873,SRB0001615,SRC0001071
GT0002084,SRA0001874,SRB0001616,
GT0002085,SRA0001875,SRB0001617,SRC0001072
GT0002086,SRA0001876,SRB0001618,
GT0002087,,SRB0001619,SRC0001073
GT0002088,SRA0001877,SRB0001620,SRC0001074
GT0002089,SRA0001878,SRB0001621,
GT0002090,SRA0001879,SRB0001622,SRC0001075
GT0002091,SRA0001880,SRB0001623,
GT0002092,,SRB0001624,SRC0001076
GT0002093,SRA0001881,SRB0001625,
GT0002094,SRA0001882,,SRC0001077
GT0002095,SRA0001883,SRB0001626,SRC0001078
GT0002096,SRA0001884,SRB0001627,
GT0002097,SRA0001885,SRB0001628,
GT0002098,SRA0001886,SRB0001629,
GT0002099,SRA0001887,,SRC0001079
GT0002100,SRA0001888,SRB0001630,SRC0001080
GT0002101,SRA0001889,SRB0001631,
GT0002102,SRA0001890,SRB0001632,
GT0002103,SRA0001891,,
GT0002104,SRA0001892,,
GT0002105,SRA0001893,SRB0001633,SRC0001081
GT0002106,SRA0001894,SRB0001634,SRC0001082
GT0002107,SRA0001895,SRB0001635,SRC0001083
GT0002108,,SRB0001636,SRC0001084
GT0002109,SRA0001896,SRB0001637,SRC0001085
GT0002110,SRA0001897,SRB0001638,SRC0001086
GT0002111,SRA0001898,SRB0001639,SRC0001087
GT0002112,SRA0001899,SRB0001640,SRC0001088
GT0002113,SRA0001900,SRB0001641,SRC0001089
GT0002114,SRA0001901,SRB0001642,
GT0002115,SRA0001902,,
GT0002116,SRA0001903,SRB0001643,SRC0001090
GT0002117,SRA0001904,,
GT0002118,SRA0001905,SRB0001644,SRC0001091
GT0002119,SRA0001906,SRB0001645,SRC0001092
GT0002120,SRA0001907,SRB0001646,
GT0002121,SRA0001908,SRB0001647,
GT0002122,,,SRC0001093
GT0002123,SRA0001909,SRB0001648,
GT0002124,SRA0001910,SRB0001649,
GT0002125,SRA0001911,SRB0001650,SRC0001094
GT0002126,SRA0001912,SRB0001651,
GT0002127,,SRB0001652,SRC0001095
GT0002128,SRA0001913,SRB0001653,SRC0001096
GT0002129,SRA0001914,SRB0001654,SRC0001097
GT0002130,SRA0001915,,SRC0001098
GT0002131,SRA0001916,SRB0001655,SRC0001099
GT0002132,SRA0001917,SRB0001656,SRC0001100
GT0002133,SRA0001918,SRB0001657,
GT0002134,SRA0001919,SRB0001658,SRC0001101
GT0002135,SRA0001920,SRB0001659,
GT0002136,,SRB0001660,
GT0002137,SRA0001921,,
GT0002138,SRA0001922,SRB0001661,
GT0002139,SRA0001923,,SRC0001102
GT0002140,SRA0001924,SRB0001662,SRC0001103
GT0002141,,SRB0001663,
GT0002142,SRA0001925,,
GT0002143,SRA0001926,SRB0001664,SRC0001104
GT0002144,SRA0001927,SRB0001665,
GT0002145,SRA0001928,SRB0001666,
GT0002146,SRA0001929,SRB0001667,SRC0001105
GT0002147,SRA0001930,SRB0001668,
GT0002148,SRA0001931,,
GT0002149,SRA0001932,SRB0001669,
GT0002150,,SRB0001670,SRC0001106
GT0002151,SRA0001933,,
GT0002152,SRA0001934,SRB0001671,SRC0001107
GT0002153,SRA0001935,SRB0001672,
GT0002154,SRA0001936,,
GT0002155,SRA0001937,SRB0001673,SRC0001108
GT0002156,SRA0001938,SRB0001674,SRC0001109
GT0002157,,,
GT0002158,SRA0001939,SRB0001675,
GT0002159,,,SRC0001110
GT0002160,SRA0001940,SRB0001676,SRC0001111
GT0002161,,SRB0001677,
GT0002162,SRA0001941,,
GT0002163,SRA0001942,,SRC0001112
GT0002164,SRA0001943,,
GT0002165,SRA0001944,,
GT0002166,SRA0001945,SRB0001678,SRC0001113
GT0002167,SRA0001946,,
GT0002168,SRA0001947,SRB0001679,
GT0002169,SRA0001948,SRB0001680,SRC0001114
GT0002170,SRA0001949,,SRC0001115
GT0002171,SRA0001950,,SRC0001116
GT0002172,SRA0001951,SRB0001681,
GT0002173,SRA0001952,SRB0001682,SRC0001117
GT0002174,SRA0001953,,SRC0001118
GT0002175,SRA0001954,SRB0001683,
GT0002176,,,SRC0001119
GT0002177,SRA0001955,,SRC0001120
GT0002178,SRA0001956,SRB0001684,SRC0001121
GT0002179,SRA0001957,,
GT0002180,SRA0001958,SRB0001685,SRC0001122
GT0002181,SRA0001959,SRB0001686,
GT0002182,SRA0001960,,SRC0001123
GT0002183,SRA0001961,SRB0001687,SRC0001124
GT0002184,,SRB0001688,SRC0001125
GT0002185,SRA0001962,SRB0001689,
GT0002186,SRA0001963,SRB0001690,
GT0002187,SRA0001964,SRB0001691,
GT0002188,SRA0001965,SRB0001692,
GT0002189,SRA0001966,SRB0001693,SRC0001126
GT0002190,SRA0001967,SRB0001694,
GT0002191,SRA0001968,,
GT0002192,,SRB0001695,
GT0002193,SRA0001969,SRB0001696,SRC0001127
GT0002194,SRA0001970,SRB0001697,SRC0001128
GT0002195,SRA0001971,SRB0001698,
GT0002196,SRA0001972,SRB0001699,
GT0002197,SRA0001973,SRB0001700,SRC0001129
GT0002198,SRA0001974,SRB0001701,SRC0001130
GT0002199,SRA0001975,SRB0001702,SRC0001131
GT0002200,SRA0001976,SRB0001703,SRC0001132
GT0002201,,SRB0001704,
GT0002202,SRA0001977,,
GT0002203,SRA0001978,SRB0001705,SRC0001133
GT0002204,,SRB0001706,
GT0002205,SRA0001979,,SRC0001134
GT0002206,SRA0001980,SRB0001707,
GT0002207,SRA0001981,SRB0001708,SRC0001135
GT0002208,SRA0001982,SRB0001709,
GT0002209,SRA0001983,,SRC0001136
GT0002210,SRA0001984,,SRC0001137
GT0002211,,SRB0001710,SRC0001138
GT0002212,SRA0001985,,SRC0001139
GT0002213,SRA0001986,,
GT0002214,SRA0001987,,
GT0002215,SRA0001988,,
GT0002216,SRA0001989,SRB0001711,
GT0002217,SRA0001990,SRB0001712,
GT0002218,SRA0001991,,SRC0001140
GT0002219,SRA0001992,SRB0001713,SRC0001141
GT0002220,,SRB0001714,SRC0001142
GT0002221,SRA0001993,,
GT0002222,SRA0001994,SRB0001715,SRC0001143
GT0002223,SRA0001995,,SRC0001144
GT0002224,SRA0001996,SRB0001716,
GT0002225,SRA0001997,SRB0001717,SRC0001145
GT0002226,SRA0001998,SRB0001718,SRC0001146
GT0002227,,SRB0001719,SRC0001147
GT0002228,SRA0001999,SRB0001720,SRC0001148
GT0002229,SRA0002000,SRB0001721,SRC0001149
GT0002230,SRA0002001,SRB0001722,SRC0001150
GT0002231,SRA0002002,,SRC0001151
GT0002232,SRA0002003,SRB0001723,
GT0002233,SRA0002004,,
GT0002234,SRA0002005,SRB0001724,
GT0002235,SRA0002006,SRB0001725,
GT0002236,SRA0002007,SRB0001726,SRC0001152
GT0002237,SRA0002008,SRB0001727,SRC0001153
GT0002238,SRA0002009,SRB0001728,SRC0001154
GT0002239,SRA0002010,SRB0001729,
GT0002240,SRA0002011,SRB0001730,SRC0001155
GT0002241,SRA0002012,SRB0001731,
GT0002242,,,
GT0002243,SRA0002013,SRB0001732,SRC0001156
GT0002244,,,
GT0002245,SRA0002014,SRB0001733,
GT0002246,SRA0002015,,SRC0001157
GT0002247,SRA0002016,SRB0001734,SRC0001158
GT0002248,SRA0002017,SRB0001735,
GT0002249,SRA0002018,,
GT0002250,SRA0002019,SRB0001736,
GT0002251,,SRB0001737,
GT0002252,SRA0002020,SRB0001738,SRC0001159
GT0002253,SRA0002021,SRB0001739,SRC0001160
GT0002254,SRA0002022,,SRC0001161
GT0002255,,SRB0001740,SRC0001162
GT0002256,SRA0002023,SRB0001741,SRC0001163
GT0002257,SRA0002024,SRB0001742,SRC0001164
GT0002258,SRA0002025,SRB0001743,SRC0001165
GT0002259,,SRB0001744,SRC0001166
GT0002260,SRA0002026,,SRC0001167
GT0002261,SRA0002027,,SRC0001168
GT0002262,SRA0002028,SRB0001745,SRC0001169
GT0002263,SRA0002029,SRB0001746,SRC0001170
GT0002264,SRA0002030,SRB0001747,
GT0002265,SRA0002031,,
GT0002266,SRA0002032,SRB0001748,
GT0002267,SRA0002033,SRB0001749,
GT0002268,SRA0002034,SRB0001750,SRC0001171
GT0002269,SRA0002035,SRB0001751,
GT0002270,SRA0002036,SRB0001752,
GT0002271,SRA0002037,SRB0001753,
GT0002272,SRA0002038,SRB0001754,
GT0002273,SRA0002039,SRB0001755,SRC0001172
GT0002274,SRA0002040,SRB0001756,SRC0001173
GT0002275,SRA0002041,SRB0001757,SRC0001174
GT0002276,SRA0002042,,
GT0002277,SRA0002043,,
GT0002278,SRA0002044,SRB0001758,SRC0001175
GT0002279,SRA0002045,SRB0001759,SRC0001176
GT0002280,SRA0002046,,SRC0001177
GT0002281,SRA0002047,SRB0001760,
GT0002282,,SRB0001761,SRC0001178
GT0002283,SRA0002048,SRB0001762,
GT0002284,SRA0002049,SRB0001763,SRC0001179
GT0002285,SRA0002050,SRB0001764,SRC0001180
GT0002286,SRA0002051,,
GT0002287,SRA0002052,SRB0001765,
GT0002288,SRA0002053,SRB0001766,SRC0001181
GT0002289,SRA0002054,,
GT0002290,SRA0002055,SRB0001767,
GT0002291,SRA0002056,SRB0001768,SRC0001182
GT0002292,SRA0002057,SRB0001769,
GT0002293,SRA0002058,,SRC0001183
GT0002294,SRA0002059,SRB0001770,SRC0001184
GT0002295,SRA0002060,SRB0001771,SRC0001185
GT0002296,SRA0002061,SRB0001772,
GT0002297,SRA0002062,SRB0001773,
GT0002298,SRA0002063,SRB0001774,SRC0001186
GT0002299,SRA0002064,SRB0001775,SRC0001187
GT0002300,SRA0002065,SRB0001776,SRC0001188
GT0002301,SRA0002066,SRB0001777,SRC0001189
GT0002302,SRA0002067,,SRC0001190
GT0002303,SRA0002068,SRB0001778,
GT0002304,SRA0002069,SRB0001779,SRC0001191
GT0002305,SRA0002070,SRB0001780,
GT0002306,SRA0002071,SRB0001781,
GT0002307,SRA0002072,SRB0001782,
GT0002308,SRA0002073,SRB0001783,SRC0001192
GT0002309,SRA0002074,SRB0001784,SRC0001193
GT0002310,SRA0002075,SRB0001785,SRC0001194
GT0002311,SRA0002076,SRB0001786,SRC0001195
GT0002312,SRA0002077,SRB0001787,
GT0002313,SRA0002078,SRB0001788,
GT0002314,SRA0002079,SRB0001789,
GT0002315,SRA0002080,SRB0001790,SRC0001196
GT0002316,SRA0002081,,
GT0002317,SRA0002082,SRB0001791,
GT0002318,SRA0002083,,
GT0002319,SRA0002084,,
GT0002320,SRA0002085,SRB0001792,
GT0002321,SRA0002086,SRB0001793,SRC0001197
GT0002322,,SRB0001794,SRC0001198
GT0002323,SRA0002087,,SRC0001199
GT0002324,SRA0002088,,
GT0002325,SRA0002089,,SRC0001200
GT0002326,SRA0002090,SRB0001795,
GT0002327,,SRB0001796,
GT0002328,SRA0002091,,
GT0002329,SRA0002092,SRB0001797,SRC0001201
GT0002330,SRA0002093,SRB0001798,
GT0002331,SRA0002094,SRB0001799,SRC0001202
GT0002332,SRA0002095,SRB0001800,SRC0001203
GT0002333,SRA0002096,,
GT0002334,SRA0002097,SRB0001801,
GT0002335,SRA0002098,SRB0001802,
GT0002336,SRA0002099,SRB0001803,
GT0002337,SRA0002100,SRB0001804,SRC0001204
GT0002338,SRA0002101,SRB0001805,SRC0001205
GT0002339,SRA0002102,,
GT0002340,SRA0002103,SRB0001806,
GT0002341,,SRB0001807,
GT0002342,SRA0002104,SRB0001808,SRC0001206
GT0002343,SRA0002105,,
GT0002344,SRA0002106,SRB0001809,SRC0001207
GT0002345,SRA0002107,SRB0001810,SRC0001208
GT0002346,SRA0002108,SRB0001811,SRC0001209
GT0002347,SRA0002109,,SRC0001210
GT0002348,SRA0002110,SRB0001812,
GT0002349,SRA0002111,SRB0001813,SRC0001211
GT0002350,SRA0002112,SRB0001814,SRC0001212
GT0002351,SRA0002113,SRB0001815,
GT0002352,SRA0002114,SRB0001816,
GT0002353,SRA0002115,SRB0001817,SRC0001213
GT0002354,SRA0002116,SRB0001818,SRC0001214
GT0002355,SRA0002117,SRB0001819,SRC0001215
GT0002356,,SRB0001820,
GT0002357,SRA0002118,SRB0001821,
GT0002358,SRA0002119,,SRC0001216
GT0002359,SRA0002120,,
GT0002360,SRA0002121,SRB0001822,
GT0002361,SRA0002122,SRB0001823,
GT0002362,SRA0002123,SRB0001824,
GT0002363,SRA0002124,SRB0001825,SRC0001217
GT0002364,SRA0002125,,
GT0002365,SRA0002126,SRB0001826,SRC0001218
GT0002366,SRA0002127,,SRC0001219
GT0002367,SRA0002128,SRB0001827,SRC0001220
GT0002368,SRA0002129,SRB0001828,
GT0002369,,SRB0001829,
GT0002370,SRA0002130,SRB0001830,SRC0001221
GT0002371,SRA0002131,,SRC0001222
GT0002372,SRA0002132,SRB0001831,
GT0002373,SRA0002133,SRB0001832,SRC0001223
GT0002374,SRA0002134,SRB0001833,SRC0001224
GT0002375,,,SRC0001225
GT0002376,,SRB0001834,SRC0001226
GT0002377,SRA0002135,SRB0001835,
GT0002378,SRA0002136,SRB0001836,SRC0001227
GT0002379,SRA0002137,SRB0001837,SRC0001228
GT0002380,SRA0002138,SRB0001838,SRC0001229
GT0002381,SRA0002139,,SRC0001230
GT0002382,SRA0002140,SRB0001839,SRC0001231
GT0002383,SRA0002141,SRB0001840,
GT0002384,SRA0002142,SRB0001841,SRC0001232
GT0002385,SRA0002143,SRB0001842,
GT0002386,,,
GT0002387,SRA0002144,SRB0001843,
GT0002388,,SRB0001844,SRC0001233
GT0002389,SRA0002145,SRB0001845,SRC0001234
GT0002390,SRA0002146,SRB0001846,SRC0001235
GT0002391,SRA0002147,,SRC0001236
GT0002392,SRA0002148,SRB0001847,SRC0001237
GT0002393,SRA0002149,,SRC0001238
GT0002394,SRA0002150,SRB0001848,
GT0002395,SRA0002151,SRB0001849,
GT0002396,SRA0002152,SRB0001850,
GT0002397,SRA0002153,,SRC0001239
GT0002398,SRA0002154,SRB0001851,
GT0002399,SRA0002155,SRB0001852,
GT0002400,,SRB0001853,
GT0002401,SRA0002156,SRB0001854,SRC0001240
GT0002402,SRA0002157,SRB0001855,
GT0002403,SRA0002158,SRB0001856,SRC0001241
GT0002404,SRA0002159,,
GT0002405,SRA0002160,SRB0001857,SRC0001242
GT0002406,SRA0002161,SRB0001858,SRC0001243
GT0002407,,SRB0001859,SRC0001244
GT0002408,,SRB0001860,
GT0002409,SRA0002162,SRB0001861,
GT0002410,SRA0002163,,
GT0002411,SRA0002164,SRB0001862,
GT0002412,SRA0002165,SRB0001863,
GT0002413,SRA0002166,,
GT0002414,SRA0002167,,
GT0002415,SRA0002168,SRB0001864,
GT0002416,SRA0002169,SRB0001865,
GT0002417,SRA0002170,SRB0001866,
GT0002418,,SRB0001867,
GT0002419,SRA0002171,,SRC0001245
GT0002420,SRA0002172,,
GT0002421,SRA0002173,SRB0001868,SRC0001246
GT0002422,,SRB0001869,
GT0002423,SRA0002174,SRB0001870,SRC0001247
GT0002424,SRA0002175,SRB0001871,
GT0002425,SRA0002176,SRB0001872,
GT0002426,SRA0002177,SRB0001873,
GT0002427,SRA0002178,,
GT0002428,SRA0002179,SRB0001874,
GT0002429,SRA0002180,SRB0001875,
GT0002430,SRA0002181,,SRC0001248
GT0002431,,SRB0001876,SRC0001249
GT0002432,SRA0002182,SRB0001877,SRC0001250
GT0002433,SRA0002183,SRB0001878,SRC0001251
GT0002434,SRA0002184,SRB0001879,
GT0002435,SRA0002185,SRB0001880,
GT0002436,SRA0002186,SRB0001881,
GT0002437,SRA0002187,SRB0001882,SRC0001252
GT0002438,SRA0002188,SRB0001883,SRC0001253
GT0002439,SRA0002189,SRB0001884,
GT0002440,,SRB0001885,SRC0001254
GT0002441,SRA0002190,SRB0001886,
GT0002442,SRA0002191,SRB0001887,
GT0002443,SRA0002192,SRB0001888,
GT0002444,SRA0002193,,
GT0002445,SRA0002194,SRB0001889,SRC0001255
GT0002446,SRA0002195,,SRC0001256
GT0002447,SRA0002196,SRB0001890,SRC0001257
GT0002448,SRA0002197,SRB0001891,
GT0002449,SRA0002198,SRB0001892,SRC0001258
GT0002450,SRA0002199,SRB0001893,SRC0001259
GT0002451,SRA0002200,SRB0001894,SRC0001260
GT0002452,SRA0002201,,SRC0001261
GT0002453,SRA0002202,SRB0001895,
GT0002454,SRA0002203,SRB0001896,SRC0001262
GT0002455,SRA0002204,SRB0001897,
GT0002456,SRA0002205,SRB0001898,SRC0001263
GT0002457,SRA0002206,,
GT0002458,SRA0002207,SRB0001899,
GT0002459,SRA0002208,SRB0001900,SRC0001264
GT0002460,SRA0002209,SRB0001901,SRC0001265
GT0002461,SRA0002210,SRB0001902,SRC0001266
GT0002462,SRA0002211,,
GT0002463,SRA0002212,SRB0001903,
GT0002464,SRA0002213,,SRC0001267
GT0002465,SRA0002214,SRB0001904,SRC0001268
GT0002466,SRA0002215,,
GT0002467,SRA0002216,SRB0001905,
GT0002468,SRA0002217,SRB0001906,SRC0001269
GT0002469,SRA0002218,SRB0001907,SRC0001270
GT0002470,SRA0002219,SRB0001908,
GT0002471,SRA0002220,,
GT0002472,SRA0002221,SRB0001909,
GT0002473,SRA0002222,,
GT0002474,SRA0002223,SRB0001910,SRC0001271
GT0002475,SRA0002224,SRB0001911,SRC0001272
GT0002476,,SRB0001912,
GT0002477,SRA0002225,,SRC0001273
GT0002478,SRA0002226,SRB0001913,SRC0001274
GT0002479,SRA0002227,SRB0001914,SRC0001275
GT0002480,SRA0002228,,
GT0002481,SRA0002229,SRB0001915,
GT0002482,SRA0002230,SRB0001916,
GT0002483,SRA0002231,SRB0001917,
GT0002484,SRA0002232,,
GT0002485,SRA0002233,SRB0001918,
GT0002486,SRA0002234,SRB0001919,
GT0002487,SRA0002235,,SRC0001276
GT0002488,,SRB0001920,
GT0002489,SRA0002236,SRB0001921,SRC0001277
GT0002490,SRA0002237,SRB0001922,SRC0001278
GT0002491,SRA0002238,SRB0001923,
GT0002492,SRA0002239,,SRC0001279
GT0002493,SRA0002240,SRB0001924,
GT0002494,,SRB0001925,SRC0001280
GT0002495,SRA0002241,SRB0001926,SRC0001281
GT0002496,SRA0002242,SRB0001927,SRC0001282
GT0002497,SRA0002243,SRB0001928,SRC0001283
GT0002498,SRA0002244,SRB0001929,SRC0001284
GT0002499,SRA0002245,SRB0001930,
GT0002500,SRA0002246,,
GT0002501,SRA0002247,,
GT0002502,SRA0002248,SRB0001931,SRC0001285
GT0002503,SRA0002249,SRB0001932,SRC0001286
GT0002504,SRA0002250,SRB0001933,SRC0001287
GT0002505,SRA0002251,SRB0001934,SRC0001288
GT0002506,SRA0002252,,SRC0001289
GT0002507,SRA0002253,SRB0001935,
GT0002508,SRA0002254,SRB0001936,SRC0001290
GT0002509,SRA0002255,SRB0001937,
GT0002510,SRA0002256,SRB0001938,SRC0001291
GT0002511,SRA0002257,SRB0001939,SRC0001292
GT0002512,SRA0002258,SRB0001940,
GT0002513,SRA0002259,SRB0001941,SRC0001293
GT0002514,SRA0002260,SRB0001942,SRC0001294
GT0002515,,SRB0001943,
GT0002516,SRA0002261,,SRC0001295
GT0002517,SRA0002262,SRB0001944,
GT0002518,SRA0002263,SRB0001945,SRC0001296
GT0002519,SRA0002264,SRB0001946,SRC0001297
GT0002520,SRA0002265,SRB0001947,
GT0002521,SRA0002266,SRB0001948,
GT0002522,SRA0002267,SRB0001949,
GT0002523,SRA0002268,,SRC0001298
GT0002524,SRA0002269,SRB0001950,SRC0001299
GT0002525,,SRB0001951,SRC0001300
