transaction_id,notice_id,capital_call_id,fund_id,feeder_id,investor_id,commitment_id,transaction_type,entity_level,posting_date,effective_date,account_debit,account_credit,amount_usd,currency,description,reference,created_by,approved_by,gl_status,ta_unit_adjustment
TXN-0004479,CCN-00896,FUND-AGE-II-CC2,FUND-AGE-II,FUND-AGE-II-DOM,INV-0128,COMM-0481,CapitalFromFeeder,Main Fund,2023-03-26,2023-03-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,72534842.75,USD,Receive feeder remittance CC2 from FUND-AGE-II-DOM,WIRE-000896,Fund Admin — State Street,Controller,Posted,No
TXN-0004480,CCN-00896,FUND-AGE-II-CC2,FUND-AGE-II,FUND-AGE-II-DOM,INV-0128,COMM-0481,PortfolioDeployment,Main Fund,2023-03-30,2023-03-30,Portfolio Investment — Cost,Cash and Cash Equivalents,72534842.75,USD,Deploy capital into portfolio company — CC2,WIRE-000896,Fund Admin — State Street,Controller,Posted,No
TXN-0004481,CCN-00897,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0027,COMM-0014,CapitalCallReceivable,Feeder,2024-09-15,2024-09-15,Capital Call Receivable — LP,Capital Contributions Payable,33311089.2,USD,Book capital call receivable from BlackRock Alternative Investment Fund re CC1,WIRE-000897,Fund Admin — State Street,Controller,Posted,No
TXN-0004482,CCN-00897,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0027,COMM-0014,CashReceipt,Feeder,2024-09-25,2024-09-25,Cash and Cash Equivalents,Capital Call Receivable — LP,33311089.2,USD,Receive wire from BlackRock Alternative Investment Fund re CC1 due 2024-09-25,WIRE-000897,Fund Admin — State Street,Controller,Posted,Yes
TXN-0004483,CCN-00897,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0027,COMM-0014,InvestmentInMainFund,Feeder,2024-09-26,2024-09-26,Investment in Main Fund,Cash and Cash Equivalents,33311089.2,USD,Feeder remittance to Main Fund — CC1 proceeds,WIRE-000897,Fund Admin — State Street,Controller,Posted,No
TXN-0004484,CCN-00897,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0027,COMM-0014,CapitalFromFeeder,Main Fund,2024-09-26,2024-09-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,33311089.2,USD,Receive feeder remittance CC1 from FUND-AGE-III-DOM,WIRE-000897,Fund Admin — State Street,Controller,Posted,No
TXN-0004485,CCN-00897,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0027,COMM-0014,PortfolioDeployment,Main Fund,2024-09-30,2024-09-30,Portfolio Investment — Cost,Cash and Cash Equivalents,33311089.2,USD,Deploy capital into portfolio company — CC1,WIRE-000897,Fund Admin — State Street,Controller,Posted,No
TXN-0004486,CCN-00898,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0033,COMM-0016,CapitalCallReceivable,Feeder,2024-09-15,2024-09-15,Capital Call Receivable — LP,Capital Contributions Payable,40936118.18,USD,Book capital call receivable from AIG Investments re CC1,WIRE-000898,Fund Admin — State Street,Controller,Posted,No
TXN-0004487,CCN-00898,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0033,COMM-0016,CashReceipt,Feeder,2024-09-25,2024-09-25,Cash and Cash Equivalents,Capital Call Receivable — LP,40936118.18,USD,Receive wire from AIG Investments re CC1 due 2024-09-25,WIRE-000898,Fund Admin — State Street,Controller,Posted,Yes
TXN-0004488,CCN-00898,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0033,COMM-0016,InvestmentInMainFund,Feeder,2024-09-26,2024-09-26,Investment in Main Fund,Cash and Cash Equivalents,39361652.1,USD,Feeder remittance to Main Fund — CC1 proceeds,WIRE-000898,Fund Admin — State Street,Controller,Posted,No
TXN-0004489,CCN-00898,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0033,COMM-0016,CapitalFromFeeder,Main Fund,2024-09-26,2024-09-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,39361652.1,USD,Receive feeder remittance CC1 from FUND-AGE-III-DOM,WIRE-000898,Fund Admin — State Street,Controller,Posted,No
TXN-0004490,CCN-00898,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0033,COMM-0016,PortfolioDeployment,Main Fund,2024-09-30,2024-09-30,Portfolio Investment — Cost,Cash and Cash Equivalents,39361652.1,USD,Deploy capital into portfolio company — CC1,WIRE-000898,Fund Admin — State Street,Controller,Posted,No
TXN-0004491,CCN-00899,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0044,COMM-0022,CapitalCallReceivable,Feeder,2024-09-15,2024-09-15,Capital Call Receivable — LP,Capital Contributions Payable,107131582.8,USD,Book capital call receivable from Michigan State Teachers' Retirement Syst re CC1,WIRE-000899,Fund Admin — State Street,Controller,Posted,No
TXN-0004492,CCN-00899,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0044,COMM-0022,CashReceipt,Feeder,2024-09-25,2024-09-25,Cash and Cash Equivalents,Capital Call Receivable — LP,107131582.8,USD,Receive wire from Michigan State Teachers' Retirement Syst re CC1 due 2024-09-25,WIRE-000899,Fund Admin — State Street,Controller,Posted,Yes
TXN-0004493,CCN-00899,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0044,COMM-0022,InvestmentInMainFund,Feeder,2024-09-26,2024-09-26,Investment in Main Fund,Cash and Cash Equivalents,107131582.8,USD,Feeder remittance to Main Fund — CC1 proceeds,WIRE-000899,Fund Admin — State Street,Controller,Posted,No
TXN-0004494,CCN-00899,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0044,COMM-0022,CapitalFromFeeder,Main Fund,2024-09-26,2024-09-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,107131582.8,USD,Receive feeder remittance CC1 from FUND-AGE-III-DOM,WIRE-000899,Fund Admin — State Street,Controller,Posted,No
TXN-0004495,CCN-00899,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0044,COMM-0022,PortfolioDeployment,Main Fund,2024-09-30,2024-09-30,Portfolio Investment — Cost,Cash and Cash Equivalents,107131582.8,USD,Deploy capital into portfolio company — CC1,WIRE-000899,Fund Admin — State Street,Controller,Posted,No
TXN-0004496,CCN-00900,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0059,COMM-0029,CapitalCallReceivable,Feeder,2024-09-15,2024-09-15,Capital Call Receivable — LP,Capital Contributions Payable,52503447.9,USD,Book capital call receivable from Johns Hopkins College Investment Office re CC1,WIRE-000900,Fund Admin — State Street,Controller,Posted,No
TXN-0004497,CCN-00900,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0059,COMM-0029,CashReceipt,Feeder,2024-09-25,2024-09-25,Cash and Cash Equivalents,Capital Call Receivable — LP,52503447.9,USD,Receive wire from Johns Hopkins College Investment Office re CC1 due 2024-09-25,WIRE-000900,Fund Admin — State Street,Controller,Posted,Yes
TXN-0004498,CCN-00900,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0059,COMM-0029,InvestmentInMainFund,Feeder,2024-09-26,2024-09-26,Investment in Main Fund,Cash and Cash Equivalents,52503447.9,USD,Feeder remittance to Main Fund — CC1 proceeds,WIRE-000900,Fund Admin — State Street,Controller,Posted,No
TXN-0004499,CCN-00900,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0059,COMM-0029,CapitalFromFeeder,Main Fund,2024-09-26,2024-09-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,52503447.9,USD,Receive feeder remittance CC1 from FUND-AGE-III-DOM,WIRE-000900,Fund Admin — State Street,Controller,Posted,No
TXN-0004500,CCN-00900,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0059,COMM-0029,PortfolioDeployment,Main Fund,2024-09-30,2024-09-30,Portfolio Investment — Cost,Cash and Cash Equivalents,52503447.9,USD,Deploy capital into portfolio company — CC1,WIRE-000900,Fund Admin — State Street,Controller,Posted,No
TXN-0004501,CCN-00901,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0096,COMM-0045,CapitalCallReceivable,Feeder,2024-09-15,2024-09-15,Capital Call Receivable — LP,Capital Contributions Payable,130466508.3,USD,Book capital call receivable from Princeton University Endowment re CC1,WIRE-000901,Fund Admin — State Street,Controller,Posted,No
TXN-0004502,CCN-00901,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0096,COMM-0045,CashReceipt,Feeder,2024-09-25,2024-09-25,Cash and Cash Equivalents,Capital Call Receivable — LP,130466508.3,USD,Receive wire from Princeton University Endowment re CC1 due 2024-09-25,WIRE-000901,Fund Admin — State Street,Controller,Posted,Yes
TXN-0004503,CCN-00901,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0096,COMM-0045,InvestmentInMainFund,Feeder,2024-09-26,2024-09-26,Investment in Main Fund,Cash and Cash Equivalents,130466508.3,USD,Feeder remittance to Main Fund — CC1 proceeds,WIRE-000901,Fund Admin — State Street,Controller,Posted,No
TXN-0004504,CCN-00901,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0096,COMM-0045,CapitalFromFeeder,Main Fund,2024-09-26,2024-09-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,130466508.3,USD,Receive feeder remittance CC1 from FUND-AGE-III-DOM,WIRE-000901,Fund Admin — State Street,Controller,Posted,No
TXN-0004505,CCN-00901,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0096,COMM-0045,PortfolioDeployment,Main Fund,2024-09-30,2024-09-30,Portfolio Investment — Cost,Cash and Cash Equivalents,130466508.3,USD,Deploy capital into portfolio company — CC1,WIRE-000901,Fund Admin — State Street,Controller,Posted,No
TXN-0004506,CCN-00902,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-OFF,INV-0097,COMM-0046,CapitalCallReceivable,Feeder,2024-09-15,2024-09-15,Capital Call Receivable — LP,Capital Contributions Payable,26599459.54,USD,Book capital call receivable from Pritzker Private Wealth Management re CC1,WIRE-000902,Fund Admin — State Street,Controller,Posted,No
TXN-0004507,CCN-00902,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-OFF,INV-0097,COMM-0046,CashReceipt,Feeder,2024-09-25,2024-09-25,Cash and Cash Equivalents,Capital Call Receivable — LP,26599459.54,USD,Receive wire from Pritzker Private Wealth Management re CC1 due 2024-09-25,WIRE-000902,Fund Admin — State Street,Controller,Posted,Yes
TXN-0004508,CCN-00902,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-OFF,INV-0097,COMM-0046,InvestmentInMainFund,Feeder,2024-09-26,2024-09-26,Investment in Main Fund,Cash and Cash Equivalents,25576403.4,USD,Feeder remittance to Main Fund — CC1 proceeds,WIRE-000902,Fund Admin — State Street,Controller,Posted,No
TXN-0004509,CCN-00902,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-OFF,INV-0097,COMM-0046,CapitalFromFeeder,Main Fund,2024-09-26,2024-09-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,25576403.4,USD,Receive feeder remittance CC1 from FUND-AGE-III-OFF,WIRE-000902,Fund Admin — State Street,Controller,Posted,No
TXN-0004510,CCN-00902,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-OFF,INV-0097,COMM-0046,PortfolioDeployment,Main Fund,2024-09-30,2024-09-30,Portfolio Investment — Cost,Cash and Cash Equivalents,25576403.4,USD,Deploy capital into portfolio company — CC1,WIRE-000902,Fund Admin — State Street,Controller,Posted,No
TXN-0004511,CCN-00903,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0106,COMM-0052,CapitalCallReceivable,Feeder,2024-09-15,2024-09-15,Capital Call Receivable — LP,Capital Contributions Payable,119599431.9,USD,Book capital call receivable from Dartmouth College Investment Office re CC1,WIRE-000903,Fund Admin — State Street,Controller,Posted,No
TXN-0004512,CCN-00903,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0106,COMM-0052,CashReceipt,Feeder,2024-09-25,2024-09-25,Cash and Cash Equivalents,Capital Call Receivable — LP,119599431.9,USD,Receive wire from Dartmouth College Investment Office re CC1 due 2024-09-25,WIRE-000903,Fund Admin — State Street,Controller,Posted,Yes
TXN-0004513,CCN-00903,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0106,COMM-0052,InvestmentInMainFund,Feeder,2024-09-26,2024-09-26,Investment in Main Fund,Cash and Cash Equivalents,119599431.9,USD,Feeder remittance to Main Fund — CC1 proceeds,WIRE-000903,Fund Admin — State Street,Controller,Posted,No
TXN-0004514,CCN-00903,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0106,COMM-0052,CapitalFromFeeder,Main Fund,2024-09-26,2024-09-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,119599431.9,USD,Receive feeder remittance CC1 from FUND-AGE-III-DOM,WIRE-000903,Fund Admin — State Street,Controller,Posted,No
TXN-0004515,CCN-00903,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0106,COMM-0052,PortfolioDeployment,Main Fund,2024-09-30,2024-09-30,Portfolio Investment — Cost,Cash and Cash Equivalents,119599431.9,USD,Deploy capital into portfolio company — CC1,WIRE-000903,Fund Admin — State Street,Controller,Posted,No
TXN-0004516,CCN-00904,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0134,COMM-0064,CapitalCallReceivable,Feeder,2024-09-15,2024-09-15,Capital Call Receivable — LP,Capital Contributions Payable,98422720.97,USD,Book capital call receivable from Aetna Asset Management re CC1,WIRE-000904,Fund Admin — State Street,Controller,Posted,No
TXN-0004517,CCN-00904,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0134,COMM-0064,CashReceipt,Feeder,2024-09-25,2024-09-25,Cash and Cash Equivalents,Capital Call Receivable — LP,98422720.97,USD,Receive wire from Aetna Asset Management re CC1 due 2024-09-25,WIRE-000904,Fund Admin — State Street,Controller,Posted,Yes
TXN-0004518,CCN-00904,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0134,COMM-0064,InvestmentInMainFund,Feeder,2024-09-26,2024-09-26,Investment in Main Fund,Cash and Cash Equivalents,94637231.7,USD,Feeder remittance to Main Fund — CC1 proceeds,WIRE-000904,Fund Admin — State Street,Controller,Posted,No
TXN-0004519,CCN-00904,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0134,COMM-0064,CapitalFromFeeder,Main Fund,2024-09-26,2024-09-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,94637231.7,USD,Receive feeder remittance CC1 from FUND-AGE-III-DOM,WIRE-000904,Fund Admin — State Street,Controller,Posted,No
TXN-0004520,CCN-00904,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0134,COMM-0064,PortfolioDeployment,Main Fund,2024-09-30,2024-09-30,Portfolio Investment — Cost,Cash and Cash Equivalents,94637231.7,USD,Deploy capital into portfolio company — CC1,WIRE-000904,Fund Admin — State Street,Controller,Posted,No
TXN-0004521,CCN-00905,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0140,COMM-0068,CapitalCallReceivable,Feeder,2024-09-15,2024-09-15,Capital Call Receivable — LP,Capital Contributions Payable,110129554.8,USD,Book capital call receivable from Bloomberg Endowed Foundation (140) re CC1,WIRE-000905,Fund Admin — State Street,Controller,Posted,No
TXN-0004522,CCN-00905,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0140,COMM-0068,CashReceipt,Feeder,2024-09-25,2024-09-25,Cash and Cash Equivalents,Capital Call Receivable — LP,110129554.8,USD,Receive wire from Bloomberg Endowed Foundation (140) re CC1 due 2024-09-25,WIRE-000905,Fund Admin — State Street,Controller,Posted,Yes
TXN-0004523,CCN-00905,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0140,COMM-0068,InvestmentInMainFund,Feeder,2024-09-26,2024-09-26,Investment in Main Fund,Cash and Cash Equivalents,110129554.8,USD,Feeder remittance to Main Fund — CC1 proceeds,WIRE-000905,Fund Admin — State Street,Controller,Posted,No
TXN-0004524,CCN-00905,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0140,COMM-0068,CapitalFromFeeder,Main Fund,2024-09-26,2024-09-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,110129554.8,USD,Receive feeder remittance CC1 from FUND-AGE-III-DOM,WIRE-000905,Fund Admin — State Street,Controller,Posted,No
TXN-0004525,CCN-00905,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0140,COMM-0068,PortfolioDeployment,Main Fund,2024-09-30,2024-09-30,Portfolio Investment — Cost,Cash and Cash Equivalents,110129554.8,USD,Deploy capital into portfolio company — CC1,WIRE-000905,Fund Admin — State Street,Controller,Posted,No
TXN-0004526,CCN-00906,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-OFF,INV-0172,COMM-0080,CapitalCallReceivable,Feeder,2024-09-15,2024-09-15,Capital Call Receivable — LP,Capital Contributions Payable,138640061.04,USD,Book capital call receivable from Government Pension Fund — Saudi Arabia re CC1,WIRE-000906,Fund Admin — State Street,Controller,Posted,No
TXN-0004527,CCN-00906,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-OFF,INV-0172,COMM-0080,CashReceipt,Feeder,2024-09-25,2024-09-25,Cash and Cash Equivalents,Capital Call Receivable — LP,138640061.04,USD,Receive wire from Government Pension Fund — Saudi Arabia re CC1 due 2024-09-25,WIRE-000906,Fund Admin — State Street,Controller,Posted,Yes
TXN-0004528,CCN-00906,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-OFF,INV-0172,COMM-0080,InvestmentInMainFund,Feeder,2024-09-26,2024-09-26,Investment in Main Fund,Cash and Cash Equivalents,133307751.0,USD,Feeder remittance to Main Fund — CC1 proceeds,WIRE-000906,Fund Admin — State Street,Controller,Posted,No
TXN-0004529,CCN-00906,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-OFF,INV-0172,COMM-0080,CapitalFromFeeder,Main Fund,2024-09-26,2024-09-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,133307751.0,USD,Receive feeder remittance CC1 from FUND-AGE-III-OFF,WIRE-000906,Fund Admin — State Street,Controller,Posted,No
TXN-0004530,CCN-00906,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-OFF,INV-0172,COMM-0080,PortfolioDeployment,Main Fund,2024-09-30,2024-09-30,Portfolio Investment — Cost,Cash and Cash Equivalents,133307751.0,USD,Deploy capital into portfolio company — CC1,WIRE-000906,Fund Admin — State Street,Controller,Posted,No
TXN-0004531,CCN-00907,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0182,COMM-0081,CapitalCallReceivable,Feeder,2024-09-15,2024-09-15,Capital Call Receivable — LP,Capital Contributions Payable,30729769.8,USD,Book capital call receivable from Johns Hopkins Foundation Investment Fund re CC1,WIRE-000907,Fund Admin — State Street,Controller,Posted,No
TXN-0004532,CCN-00907,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0182,COMM-0081,CashReceipt,Feeder,2024-09-25,2024-09-25,Cash and Cash Equivalents,Capital Call Receivable — LP,30729769.8,USD,Receive wire from Johns Hopkins Foundation Investment Fund re CC1 due 2024-09-25,WIRE-000907,Fund Admin — State Street,Controller,Posted,Yes
TXN-0004533,CCN-00907,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0182,COMM-0081,InvestmentInMainFund,Feeder,2024-09-26,2024-09-26,Investment in Main Fund,Cash and Cash Equivalents,30729769.8,USD,Feeder remittance to Main Fund — CC1 proceeds,WIRE-000907,Fund Admin — State Street,Controller,Posted,No
TXN-0004534,CCN-00907,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0182,COMM-0081,CapitalFromFeeder,Main Fund,2024-09-26,2024-09-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,30729769.8,USD,Receive feeder remittance CC1 from FUND-AGE-III-DOM,WIRE-000907,Fund Admin — State Street,Controller,Posted,No
TXN-0004535,CCN-00907,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0182,COMM-0081,PortfolioDeployment,Main Fund,2024-09-30,2024-09-30,Portfolio Investment — Cost,Cash and Cash Equivalents,30729769.8,USD,Deploy capital into portfolio company — CC1,WIRE-000907,Fund Admin — State Street,Controller,Posted,No
TXN-0004536,CCN-00908,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0126,COMM-0104,CapitalCallReceivable,Feeder,2024-09-15,2024-09-15,Capital Call Receivable — LP,Capital Contributions Payable,8267948.52,USD,Book capital call receivable from Johns Hopkins College Investment Office re CC1,WIRE-000908,Fund Admin — State Street,Controller,Posted,No
TXN-0004537,CCN-00908,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0126,COMM-0104,CashReceipt,Feeder,2024-09-25,2024-09-25,Cash and Cash Equivalents,Capital Call Receivable — LP,8267948.52,USD,Receive wire from Johns Hopkins College Investment Office re CC1 due 2024-09-25,WIRE-000908,Fund Admin — State Street,Controller,Posted,Yes
TXN-0004538,CCN-00908,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0126,COMM-0104,InvestmentInMainFund,Feeder,2024-09-26,2024-09-26,Investment in Main Fund,Cash and Cash Equivalents,7949950.5,USD,Feeder remittance to Main Fund — CC1 proceeds,WIRE-000908,Fund Admin — State Street,Controller,Posted,No
TXN-0004539,CCN-00908,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0126,COMM-0104,CapitalFromFeeder,Main Fund,2024-09-26,2024-09-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,7949950.5,USD,Receive feeder remittance CC1 from FUND-AGE-III-DOM,WIRE-000908,Fund Admin — State Street,Controller,Posted,No
TXN-0004540,CCN-00908,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0126,COMM-0104,PortfolioDeployment,Main Fund,2024-09-30,2024-09-30,Portfolio Investment — Cost,Cash and Cash Equivalents,7949950.5,USD,Deploy capital into portfolio company — CC1,WIRE-000908,Fund Admin — State Street,Controller,Posted,No
TXN-0004541,CCN-00909,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0165,COMM-0109,CapitalCallReceivable,Feeder,2024-09-15,2024-09-15,Capital Call Receivable — LP,Capital Contributions Payable,86362368.3,USD,Book capital call receivable from San Antonio Teachers' Pension Fund re CC1,WIRE-000909,Fund Admin — State Street,Controller,Posted,No
TXN-0004542,CCN-00909,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0165,COMM-0109,CashReceipt,Feeder,2024-09-25,2024-09-25,Cash and Cash Equivalents,Capital Call Receivable — LP,86362368.3,USD,Receive wire from San Antonio Teachers' Pension Fund re CC1 due 2024-09-25,WIRE-000909,Fund Admin — State Street,Controller,Posted,Yes
TXN-0004543,CCN-00909,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0165,COMM-0109,InvestmentInMainFund,Feeder,2024-09-26,2024-09-26,Investment in Main Fund,Cash and Cash Equivalents,86362368.3,USD,Feeder remittance to Main Fund — CC1 proceeds,WIRE-000909,Fund Admin — State Street,Controller,Posted,No
TXN-0004544,CCN-00909,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0165,COMM-0109,CapitalFromFeeder,Main Fund,2024-09-26,2024-09-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,86362368.3,USD,Receive feeder remittance CC1 from FUND-AGE-III-DOM,WIRE-000909,Fund Admin — State Street,Controller,Posted,No
TXN-0004545,CCN-00909,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0165,COMM-0109,PortfolioDeployment,Main Fund,2024-09-30,2024-09-30,Portfolio Investment — Cost,Cash and Cash Equivalents,86362368.3,USD,Deploy capital into portfolio company — CC1,WIRE-000909,Fund Admin — State Street,Controller,Posted,No
TXN-0004546,CCN-00910,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0178,COMM-0134,CapitalCallReceivable,Feeder,2024-09-15,2024-09-15,Capital Call Receivable — LP,Capital Contributions Payable,51551352.6,USD,Book capital call receivable from Goldman Investments re CC1,WIRE-000910,Fund Admin — State Street,Controller,Posted,No
TXN-0004547,CCN-00910,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0178,COMM-0134,CashReceipt,Feeder,2024-09-25,2024-09-25,Cash and Cash Equivalents,Capital Call Receivable — LP,51551352.6,USD,Receive wire from Goldman Investments re CC1 due 2024-09-25,WIRE-000910,Fund Admin — State Street,Controller,Posted,Yes
TXN-0004548,CCN-00910,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0178,COMM-0134,InvestmentInMainFund,Feeder,2024-09-26,2024-09-26,Investment in Main Fund,Cash and Cash Equivalents,51551352.6,USD,Feeder remittance to Main Fund — CC1 proceeds,WIRE-000910,Fund Admin — State Street,Controller,Posted,No
TXN-0004549,CCN-00910,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0178,COMM-0134,CapitalFromFeeder,Main Fund,2024-09-26,2024-09-26,Cash and Cash Equivalents,LP Capital Account — Feeder Contribution,51551352.6,USD,Receive feeder remittance CC1 from FUND-AGE-III-DOM,WIRE-000910,Fund Admin — State Street,Controller,Posted,No
TXN-0004550,CCN-00910,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0178,COMM-0134,PortfolioDeployment,Main Fund,2024-09-30,2024-09-30,Portfolio Investment — Cost,Cash and Cash Equivalents,51551352.6,USD,Deploy capital into portfolio company — CC1,WIRE-000910,Fund Admin — State Street,Controller,Posted,No
TXN-0004551,CCN-00911,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0149,COMM-0141,CapitalCallReceivable,Feeder,2024-09-15,2024-09-15,Capital Call Receivable — LP,Capital Contributions Payable,72357191.4,USD,Book capital call receivable from Northwestern College Investment Office re CC1,WIRE-000911,Fund Admin — State Street,Controller,Posted,No
TXN-0004552,CCN-00911,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0149,COMM-0141,CashReceipt,Feeder,2024-09-25,2024-09-25,Cash and Cash Equivalents,Capital Call Receivable — LP,72357191.4,USD,Receive wire from Northwestern College Investment Office re CC1 due 2024-09-25,WIRE-000911,Fund Admin — State Street,Controller,Posted,Yes
TXN-0004553,CCN-00911,FUND-AGE-III-CC1,FUND-AGE-III,FUND-AGE-III-DOM,INV-0149,COMM-0141,InvestmentInMainFund,Feeder,2024-09-26,2024-09-26,Investment in Main Fund,Cash and Cash Equivalents,69574222.5,USD,Feeder remittance to Main Fund — CC1 proceeds,WIRE-000911,Fund Admin — State Street,Controller,Posted,No
