commitment_id,opportunity_id,investor_id,offering_id,fund_id,close_id,committed_amount_usd,commitment_date,subscription_date,currency,equalization_amount_usd,status,side_letter,erisa_bucketing
COMM-0455,,INV-0086,FUND-ARA-III-DOM-A,FUND-ARA-III,FUND-ARA-III-FC2,241683326.0,2020-12-27,2020-12-09,USD,2900200.0,Active,No,No
COMM-0456,,INV-0119,FUND-ACO-V-DOM-A,FUND-ACO-V,FUND-ACO-V-FC1,158385935.0,2023-06-30,2023-05-30,USD,0.0,Active,No,No
COMM-0457,,INV-0081,FUND-AGE-II-DOM-A,FUND-AGE-II,FUND-AGE-II-FC1,203476549.0,2022-06-30,2022-05-25,USD,0.0,Active,Yes,No
COMM-0458,,INV-0004,FUND-AIP-II-DOM-A,FUND-AIP-II,FUND-AIP-II-FC1,159952958.0,2021-06-30,2021-05-30,USD,0.0,Active,No,No
COMM-0459,,INV-0090,FUND-ACO-V-OFF-A,FUND-ACO-V,FUND-ACO-V-FC2,79309352.0,2023-12-27,2023-12-16,USD,951712.0,Active,Yes,No
COMM-0460,,INV-0159,FUND-ABF-X-OFF-A,FUND-ABF-X,FUND-ABF-X-FC1,281859113.0,2023-06-30,2023-05-30,USD,0.0,Active,No,No
COMM-0461,,INV-0154,FUND-ABF-X-DOM-A,FUND-ABF-X,FUND-ABF-X-FC1,30483980.0,2023-06-30,2023-06-01,USD,0.0,Active,No,No
COMM-0462,,INV-0097,FUND-AGE-III-OFF-A,FUND-AGE-III,FUND-AGE-III-FC1,269320481.0,2024-06-30,2024-05-29,USD,0.0,Active,No,No
COMM-0463,,INV-0065,FUND-ARA-III-DOM-A,FUND-ARA-III,FUND-ARA-III-FC2,199840965.0,2020-12-27,2020-12-15,USD,2398092.0,Active,No,No
COMM-0464,,INV-0071,FUND-AIP-II-DOM-A,FUND-AIP-II,FUND-AIP-II-FC2,80914296.0,2021-12-27,2021-11-23,USD,970972.0,Active,Yes,No
COMM-0465,,INV-0071,FUND-ABF-IX-DOM-A,FUND-ABF-IX,FUND-ABF-IX-FC2,119634176.0,2021-12-27,2021-12-16,USD,1435610.0,Active,No,No
COMM-0466,,INV-0068,FUND-ACO-IV-DOM-A,FUND-ACO-IV,FUND-ACO-IV-FC2,25472552.0,2021-12-27,2021-11-18,USD,305671.0,Active,No,No
COMM-0467,,INV-0157,FUND-AIP-II-DOM-A,FUND-AIP-II,FUND-AIP-II-FC1,195417537.0,2021-06-30,2021-06-17,USD,0.0,Active,No,No
COMM-0468,,INV-0139,FUND-AIP-II-DOM-A,FUND-AIP-II,FUND-AIP-II-FC1,186120056.0,2021-06-30,2021-06-17,USD,0.0,Active,No,No
COMM-0469,,INV-0184,FUND-ARA-III-DOM-A,FUND-ARA-III,FUND-ARA-III-FC1,15283964.0,2020-06-30,2020-06-18,USD,0.0,Active,No,No
COMM-0470,,INV-0199,FUND-AIP-III-OFF-A,FUND-AIP-III,FUND-AIP-III-FC1,269471156.0,2023-06-30,2023-06-16,USD,0.0,Active,Yes,No
COMM-0471,,INV-0010,FUND-AIP-II-DOM-A,FUND-AIP-II,FUND-AIP-II-FC2,49724205.0,2021-12-27,2021-12-07,USD,596690.0,Active,No,No
COMM-0472,,INV-0148,FUND-ABF-IX-DOM-A,FUND-ABF-IX,FUND-ABF-IX-FC2,146051131.0,2021-12-27,2021-12-05,USD,1752614.0,Active,Yes,No
COMM-0473,,INV-0139,FUND-ACO-V-DOM-A,FUND-ACO-V,FUND-ACO-V-FC1,118405043.0,2023-06-30,2023-05-29,USD,0.0,Active,No,No
COMM-0474,,INV-0032,FUND-AGE-III-OFF-A,FUND-AGE-III,FUND-AGE-III-FC2,103364715.0,2024-12-27,2024-12-08,USD,1240377.0,Active,No,No
COMM-0475,,INV-0015,FUND-ABF-X-DOM-A,FUND-ABF-X,FUND-ABF-X-FC2,162714757.0,2023-12-27,2023-11-17,USD,1952577.0,Active,No,No
COMM-0476,,INV-0021,FUND-AIP-III-OFF-A,FUND-AIP-III,FUND-AIP-III-FC2,196098809.0,2023-12-27,2023-12-12,USD,2353186.0,Active,Yes,No
COMM-0477,,INV-0099,FUND-ACO-V-DOM-A,FUND-ACO-V,FUND-ACO-V-FC2,210285272.0,2023-12-27,2023-11-19,USD,2523423.0,Active,Yes,No
COMM-0478,,INV-0162,FUND-ARA-IV-DOM-A,FUND-ARA-IV,FUND-ARA-IV-FC2,30034433.0,2022-12-27,2022-11-27,USD,360413.0,Active,No,No
COMM-0479,,INV-0189,FUND-ACO-V-OFF-A,FUND-ACO-V,FUND-ACO-V-FC1,15530995.0,2023-06-30,2023-06-20,USD,0.0,Active,No,No
COMM-0480,,INV-0126,FUND-AIP-II-DOM-A,FUND-AIP-II,FUND-AIP-II-FC1,238858056.0,2021-06-30,2021-05-31,USD,0.0,Active,No,No
COMM-0481,,INV-0128,FUND-AGE-II-DOM-A,FUND-AGE-II,FUND-AGE-II-FC2,290139371.0,2022-12-27,2022-12-17,USD,3481672.0,Active,Yes,No
COMM-0482,,INV-0087,FUND-ABF-IX-OFF-A,FUND-ABF-IX,FUND-ABF-IX-FC2,237394667.0,2021-12-27,2021-12-16,USD,2848736.0,Active,No,No
COMM-0483,,INV-0031,FUND-ACO-V-OFF-A,FUND-ACO-V,FUND-ACO-V-FC2,282326488.0,2023-12-27,2023-11-20,USD,3387918.0,Active,No,No
COMM-0484,,INV-0190,FUND-AGE-III-DOM-A,FUND-AGE-III,FUND-AGE-III-FC1,277820664.0,2024-06-30,2024-06-19,USD,0.0,Active,No,No
COMM-0485,,INV-0126,FUND-ABF-IX-DOM-A,FUND-ABF-IX,FUND-ABF-IX-FC2,272617769.0,2021-12-27,2021-11-28,USD,3271413.0,Active,Yes,No
COMM-0486,,INV-0063,FUND-ACO-IV-DOM-A,FUND-ACO-IV,FUND-ACO-IV-FC1,55813458.0,2021-06-30,2021-06-19,USD,0.0,Active,No,No
COMM-0487,,INV-0025,FUND-AIP-III-OFF-A,FUND-AIP-III,FUND-AIP-III-FC1,251428886.0,2023-06-30,2023-06-18,USD,0.0,Active,Yes,No
COMM-0488,,INV-0030,FUND-AIP-III-DOM-A,FUND-AIP-III,FUND-AIP-III-FC1,23617483.0,2023-06-30,2023-06-14,USD,0.0,Active,No,No
COMM-0489,,INV-0087,FUND-AIP-II-OFF-A,FUND-AIP-II,FUND-AIP-II-FC2,40636720.0,2021-12-27,2021-11-26,USD,487641.0,Active,No,No
COMM-0490,,INV-0083,FUND-ACO-V-OFF-A,FUND-ACO-V,FUND-ACO-V-FC1,179960150.0,2023-06-30,2023-06-10,USD,0.0,Active,Yes,No
COMM-0491,,INV-0031,FUND-ARA-III-OFF-A,FUND-ARA-III,FUND-ARA-III-FC1,228477275.0,2020-06-30,2020-06-15,USD,0.0,Active,No,No
COMM-0492,,INV-0142,FUND-ACO-IV-DOM-A,FUND-ACO-IV,FUND-ACO-IV-FC2,76875160.0,2021-12-27,2021-11-29,USD,922502.0,Active,Yes,No
COMM-0493,,INV-0035,FUND-ABF-X-OFF-A,FUND-ABF-X,FUND-ABF-X-FC2,234410183.0,2023-12-27,2023-12-17,USD,2812922.0,Active,No,No
COMM-0494,,INV-0021,FUND-ABF-IX-OFF-A,FUND-ABF-IX,FUND-ABF-IX-FC1,57926793.0,2021-06-30,2021-06-18,USD,0.0,Active,No,No
COMM-0495,,INV-0107,FUND-AIP-III-OFF-A,FUND-AIP-III,FUND-AIP-III-FC1,65817264.0,2023-06-30,2023-05-31,USD,0.0,Active,No,No
COMM-0496,,INV-0134,FUND-AIP-III-DOM-A,FUND-AIP-III,FUND-AIP-III-FC2,75579859.0,2023-12-27,2023-12-12,USD,906958.0,Active,Yes,No
COMM-0497,,INV-0153,FUND-ACO-IV-OFF-A,FUND-ACO-IV,FUND-ACO-IV-FC2,185554696.0,2021-12-27,2021-12-15,USD,2226656.0,Active,No,No
COMM-0498,,INV-0090,FUND-AIP-II-OFF-A,FUND-AIP-II,FUND-AIP-II-FC1,169524569.0,2021-06-30,2021-06-14,USD,0.0,Active,Yes,No
COMM-0499,,INV-0136,FUND-ABF-X-DOM-A,FUND-ABF-X,FUND-ABF-X-FC2,259505663.0,2023-12-27,2023-11-30,USD,3114068.0,Active,No,No
COMM-0500,,INV-0119,FUND-ACO-V-DOM-A,FUND-ACO-V,FUND-ACO-V-FC2,20655361.0,2023-12-27,2023-12-14,USD,247864.0,Active,No,No
