golden_member_id,golden_team_id,src_a_member_id,src_b_member_id,src_c_member_id
GM0014729,GT0003618,,SRB_M0009613,
GM0014730,GT0003618,,SRB_M0009614,
GM0014731,GT0003619,SRA_M0012072,,SRC_M0005725
GM0014732,GT0003619,,,SRC_M0005726
GM0014733,GT0003619,SRA_M0012073,,
GM0014734,GT0003619,SRA_M0012074,,SRC_M0005727
GM0014735,GT0003619,,,SRC_M0005728
GM0014736,GT0003620,,SRB_M0009615,
GM0014737,GT0003620,,SRB_M0009616,SRC_M0005729
GM0014738,GT0003620,,SRB_M0009617,SRC_M0005730
GM0014739,GT0003620,,,SRC_M0005731
GM0014740,GT0003620,,SRB_M0009618,SRC_M0005732
GM0014741,GT0003620,,SRB_M0009619,SRC_M0005733
GM0014742,GT0003621,SRA_M0012075,,
GM0014743,GT0003621,SRA_M0012076,SRB_M0009620,
GM0014744,GT0003622,SRA_M0012077,,
GM0014745,GT0003622,SRA_M0012078,SRB_M0009621,
GM0014746,GT0003622,SRA_M0012079,SRB_M0009622,
GM0014747,GT0003622,SRA_M0012080,SRB_M0009623,
GM0014748,GT0003622,SRA_M0012081,SRB_M0009624,
GM0014749,GT0003623,SRA_M0012082,,
GM0014750,GT0003623,,SRB_M0009625,
GM0014751,GT0003623,SRA_M0012083,,
GM0014752,GT0003623,SRA_M0012084,SRB_M0009626,
GM0014753,GT0003623,SRA_M0012085,SRB_M0009627,
GM0014754,GT0003623,SRA_M0012086,SRB_M0009628,
GM0014755,GT0003624,SRA_M0012087,SRB_M0009629,SRC_M0005734
GM0014756,GT0003624,SRA_M0012088,SRB_M0009630,
GM0014757,GT0003624,SRA_M0012089,SRB_M0009631,SRC_M0005735
GM0014758,GT0003624,SRA_M0012090,SRB_M0009632,SRC_M0005736
GM0014759,GT0003625,SRA_M0012091,SRB_M0009633,SRC_M0005737
GM0014760,GT0003625,SRA_M0012092,SRB_M0009634,
GM0014761,GT0003625,SRA_M0012093,SRB_M0009635,SRC_M0005738
GM0014762,GT0003625,SRA_M0012094,,SRC_M0005739
GM0014763,GT0003626,SRA_M0012095,SRB_M0009636,
GM0014764,GT0003626,SRA_M0012096,SRB_M0009637,
GM0014765,GT0003626,,SRB_M0009638,SRC_M0005740
GM0014766,GT0003626,SRA_M0012097,SRB_M0009639,SRC_M0005741
GM0014767,GT0003627,SRA_M0012098,SRB_M0009640,
GM0014768,GT0003627,SRA_M0012099,SRB_M0009641,
GM0014769,GT0003627,SRA_M0012100,SRB_M0009642,
GM0014770,GT0003628,SRA_M0012101,,
GM0014771,GT0003628,SRA_M0012102,,
GM0014772,GT0003628,SRA_M0012103,,
GM0014773,GT0003628,,,
GM0014774,GT0003628,SRA_M0012104,,
GM0014775,GT0003629,SRA_M0012105,SRB_M0009643,
GM0014776,GT0003629,SRA_M0012106,SRB_M0009644,
GM0014777,GT0003629,SRA_M0012107,SRB_M0009645,
GM0014778,GT0003629,SRA_M0012108,SRB_M0009646,
GM0014779,GT0003629,SRA_M0012109,SRB_M0009647,
GM0014780,GT0003630,SRA_M0012110,SRB_M0009648,SRC_M0005742
GM0014781,GT0003630,SRA_M0012111,SRB_M0009649,SRC_M0005743
GM0014782,GT0003630,SRA_M0012112,SRB_M0009650,SRC_M0005744
GM0014783,GT0003630,SRA_M0012113,SRB_M0009651,SRC_M0005745
GM0014784,GT0003631,SRA_M0012114,,
GM0014785,GT0003631,SRA_M0012115,,
GM0014786,GT0003631,,,
GM0014787,GT0003631,SRA_M0012116,,
GM0014788,GT0003632,,SRB_M0009652,SRC_M0005746
GM0014789,GT0003632,,SRB_M0009653,SRC_M0005747
GM0014790,GT0003632,SRA_M0012117,,SRC_M0005748
GM0014791,GT0003633,SRA_M0012118,,SRC_M0005749
GM0014792,GT0003633,SRA_M0012119,,SRC_M0005750
GM0014793,GT0003633,SRA_M0012120,SRB_M0009654,SRC_M0005751
GM0014794,GT0003633,,SRB_M0009655,SRC_M0005752
GM0014795,GT0003633,SRA_M0012121,SRB_M0009656,SRC_M0005753
GM0014796,GT0003634,SRA_M0012122,,
GM0014797,GT0003634,SRA_M0012123,,
GM0014798,GT0003635,SRA_M0012124,,
GM0014799,GT0003635,SRA_M0012125,SRB_M0009657,
GM0014800,GT0003636,SRA_M0012126,SRB_M0009658,SRC_M0005754
GM0014801,GT0003636,SRA_M0012127,,SRC_M0005755
GM0014802,GT0003637,SRA_M0012128,SRB_M0009659,
GM0014803,GT0003637,SRA_M0012129,SRB_M0009660,
GM0014804,GT0003638,SRA_M0012130,SRB_M0009661,
GM0014805,GT0003638,SRA_M0012131,SRB_M0009662,
GM0014806,GT0003638,SRA_M0012132,,
GM0014807,GT0003638,SRA_M0012133,SRB_M0009663,
GM0014808,GT0003639,,SRB_M0009665,
GM0014809,GT0003639,,,
GM0014810,GT0003639,,,
GM0014811,GT0003640,,,
GM0014812,GT0003640,SRA_M0012134,SRB_M0009666,
GM0014813,GT0003640,SRA_M0012135,SRB_M0009667,
GM0014814,GT0003640,SRA_M0012136,,
GM0014815,GT0003640,SRA_M0012137,SRB_M0009668,
GM0014816,GT0003641,SRA_M0012138,SRB_M0009669,
GM0014817,GT0003641,SRA_M0012139,SRB_M0009670,SRC_M0005756
GM0014818,GT0003641,SRA_M0012140,SRB_M0009671,
GM0014819,GT0003641,SRA_M0012141,SRB_M0009672,SRC_M0005757
GM0014820,GT0003642,SRA_M0012142,SRB_M0009673,
GM0014821,GT0003642,SRA_M0012143,SRB_M0009674,
GM0014822,GT0003642,SRA_M0012144,SRB_M0009675,
GM0014823,GT0003642,SRA_M0012145,SRB_M0009676,
GM0014824,GT0003642,SRA_M0012146,SRB_M0009677,
GM0014825,GT0003643,SRA_M0012147,,SRC_M0005758
GM0014826,GT0003643,SRA_M0012148,SRB_M0009678,SRC_M0005759
GM0014827,GT0003643,SRA_M0012149,SRB_M0009679,SRC_M0005760
GM0014828,GT0003643,SRA_M0012150,,SRC_M0005761
GM0014829,GT0003644,SRA_M0012152,,SRC_M0005762
GM0014830,GT0003644,SRA_M0012153,,
GM0014831,GT0003645,,SRB_M0009680,SRC_M0005763
GM0014832,GT0003645,,SRB_M0009681,SRC_M0005764
GM0014833,GT0003646,SRA_M0012154,SRB_M0009682,SRC_M0005765
GM0014834,GT0003646,SRA_M0012155,SRB_M0009683,SRC_M0005766
GM0014835,GT0003646,SRA_M0012156,SRB_M0009684,SRC_M0005767
GM0014836,GT0003646,SRA_M0012157,SRB_M0009685,SRC_M0005768
GM0014837,GT0003647,SRA_M0012158,,
GM0014838,GT0003647,SRA_M0012159,,
GM0014839,GT0003647,SRA_M0012160,,
GM0014840,GT0003647,SRA_M0012161,,
GM0014841,GT0003647,SRA_M0012162,,
GM0014842,GT0003648,SRA_M0012163,SRB_M0009686,SRC_M0005769
GM0014843,GT0003648,SRA_M0012164,,SRC_M0005770
GM0014844,GT0003648,SRA_M0012165,SRB_M0009687,SRC_M0005771
GM0014845,GT0003648,SRA_M0012166,SRB_M0009688,SRC_M0005772
GM0014846,GT0003648,SRA_M0012167,,SRC_M0005773
GM0014847,GT0003648,SRA_M0012168,,SRC_M0005774
GM0014848,GT0003649,,,
GM0014849,GT0003649,SRA_M0012169,,
GM0014850,GT0003649,SRA_M0012170,,
GM0014851,GT0003649,SRA_M0012171,,
GM0014852,GT0003649,,,
GM0014853,GT0003649,SRA_M0012172,,
GM0014854,GT0003650,SRA_M0012173,,
GM0014855,GT0003650,SRA_M0012174,,
GM0014856,GT0003650,SRA_M0012175,,
GM0014857,GT0003650,SRA_M0012176,,
GM0014858,GT0003651,SRA_M0012177,SRB_M0009689,
GM0014859,GT0003651,SRA_M0012178,,
GM0014860,GT0003652,SRA_M0012179,SRB_M0009690,
GM0014861,GT0003652,SRA_M0012180,SRB_M0009691,
GM0014862,GT0003652,SRA_M0012181,SRB_M0009692,SRC_M0005775
GM0014863,GT0003652,SRA_M0012182,SRB_M0009693,
GM0014864,GT0003653,,SRB_M0009694,
GM0014865,GT0003653,,SRB_M0009695,
GM0014866,GT0003653,SRA_M0012183,SRB_M0009696,
GM0014867,GT0003653,SRA_M0012184,SRB_M0009697,
GM0014868,GT0003653,SRA_M0012185,SRB_M0009698,
GM0014869,GT0003653,,,
GM0014870,GT0003654,SRA_M0012186,SRB_M0009699,
GM0014871,GT0003654,,SRB_M0009700,
GM0014872,GT0003654,SRA_M0012187,SRB_M0009701,
GM0014873,GT0003654,SRA_M0012188,SRB_M0009702,
GM0014874,GT0003654,SRA_M0012189,SRB_M0009703,
GM0014875,GT0003655,SRA_M0012190,SRB_M0009704,
GM0014876,GT0003655,SRA_M0012191,SRB_M0009705,
GM0014877,GT0003655,SRA_M0012192,,
GM0014878,GT0003655,,SRB_M0009706,
GM0014879,GT0003655,SRA_M0012193,SRB_M0009707,
GM0014880,GT0003656,,SRB_M0009708,SRC_M0005776
GM0014881,GT0003656,SRA_M0012194,SRB_M0009709,SRC_M0005777
GM0014882,GT0003656,SRA_M0012195,SRB_M0009710,SRC_M0005778
GM0014883,GT0003656,SRA_M0012196,SRB_M0009711,
GM0014884,GT0003656,SRA_M0012197,SRB_M0009712,
GM0014885,GT0003657,SRA_M0012198,,
GM0014886,GT0003657,SRA_M0012199,,SRC_M0005779
GM0014887,GT0003657,SRA_M0012200,,SRC_M0005780
GM0014888,GT0003657,SRA_M0012201,,SRC_M0005781
GM0014889,GT0003657,,,SRC_M0005782
GM0014890,GT0003657,SRA_M0012202,,SRC_M0005783
GM0014891,GT0003658,,SRB_M0009713,SRC_M0005784
GM0014892,GT0003658,,SRB_M0009714,SRC_M0005785
GM0014893,GT0003659,SRA_M0012203,,
GM0014894,GT0003659,SRA_M0012204,,SRC_M0005786
GM0014895,GT0003660,SRA_M0012205,SRB_M0009716,SRC_M0005787
GM0014896,GT0003660,SRA_M0012206,,
GM0014897,GT0003660,SRA_M0012207,SRB_M0009717,
GM0014898,GT0003660,SRA_M0012208,SRB_M0009718,
GM0014899,GT0003661,SRA_M0012209,SRB_M0009720,SRC_M0005788
GM0014900,GT0003661,SRA_M0012210,SRB_M0009721,SRC_M0005789
GM0014901,GT0003661,SRA_M0012211,,SRC_M0005790
GM0014902,GT0003661,SRA_M0012212,SRB_M0009722,SRC_M0005791
GM0014903,GT0003661,SRA_M0012213,SRB_M0009723,SRC_M0005792
GM0014904,GT0003661,SRA_M0012214,SRB_M0009724,SRC_M0005793
GM0014905,GT0003662,SRA_M0012215,SRB_M0009725,SRC_M0005794
GM0014906,GT0003662,SRA_M0012216,SRB_M0009726,SRC_M0005795
GM0014907,GT0003662,SRA_M0012217,SRB_M0009727,SRC_M0005796
GM0014908,GT0003662,,SRB_M0009728,
GM0014909,GT0003662,SRA_M0012218,,
GM0014910,GT0003662,SRA_M0012219,SRB_M0009729,SRC_M0005797
GM0014911,GT0003663,SRA_M0012220,,SRC_M0005798
GM0014912,GT0003663,,,SRC_M0005799
GM0014913,GT0003664,SRA_M0012221,SRB_M0009730,SRC_M0005800
GM0014914,GT0003664,,SRB_M0009731,SRC_M0005801
GM0014915,GT0003665,SRA_M0012222,SRB_M0009732,
GM0014916,GT0003665,SRA_M0012223,,
GM0014917,GT0003665,SRA_M0012224,,
GM0014918,GT0003665,SRA_M0012225,,
GM0014919,GT0003665,,SRB_M0009733,
GM0014920,GT0003665,SRA_M0012226,SRB_M0009734,
GM0014921,GT0003666,SRA_M0012227,,SRC_M0005802
GM0014922,GT0003666,SRA_M0012228,,
GM0014923,GT0003666,,,SRC_M0005803
GM0014924,GT0003666,SRA_M0012229,,SRC_M0005804
GM0014925,GT0003666,SRA_M0012230,,
GM0014926,GT0003666,SRA_M0012231,,SRC_M0005805
GM0014927,GT0003667,SRA_M0012232,SRB_M0009735,
GM0014928,GT0003667,SRA_M0012233,SRB_M0009736,
GM0014929,GT0003668,SRA_M0012234,,
GM0014930,GT0003668,SRA_M0012235,,
GM0014931,GT0003668,SRA_M0012236,,
GM0014932,GT0003668,SRA_M0012237,,
GM0014933,GT0003668,SRA_M0012238,,
GM0014934,GT0003668,SRA_M0012239,,
GM0014935,GT0003669,SRA_M0012241,SRB_M0009737,SRC_M0005806
GM0014936,GT0003669,SRA_M0012242,,SRC_M0005807
GM0014937,GT0003669,SRA_M0012243,SRB_M0009738,
GM0014938,GT0003670,SRA_M0012244,SRB_M0009739,
GM0014939,GT0003670,SRA_M0012245,SRB_M0009740,
GM0014940,GT0003670,SRA_M0012246,SRB_M0009741,
GM0014941,GT0003670,,,
GM0014942,GT0003670,SRA_M0012247,SRB_M0009742,
GM0014943,GT0003671,,SRB_M0009743,
GM0014944,GT0003671,,,SRC_M0005808
GM0014945,GT0003671,,SRB_M0009744,SRC_M0005809
GM0014946,GT0003671,,,SRC_M0005810
GM0014947,GT0003672,SRA_M0012248,,
GM0014948,GT0003672,SRA_M0012249,,
GM0014949,GT0003672,SRA_M0012250,,
GM0014950,GT0003673,SRA_M0012251,SRB_M0009745,SRC_M0005811
GM0014951,GT0003673,SRA_M0012252,SRB_M0009746,SRC_M0005812
GM0014952,GT0003674,SRA_M0012253,SRB_M0009747,
GM0014953,GT0003674,SRA_M0012254,,
GM0014954,GT0003674,SRA_M0012255,,
GM0014955,GT0003674,SRA_M0012256,SRB_M0009748,
GM0014956,GT0003674,SRA_M0012257,,
GM0014957,GT0003675,,SRB_M0009749,
GM0014958,GT0003675,,SRB_M0009750,
GM0014959,GT0003675,,SRB_M0009751,
GM0014960,GT0003675,,SRB_M0009752,
GM0014961,GT0003675,,SRB_M0009753,
GM0014962,GT0003676,SRA_M0012258,,
GM0014963,GT0003676,SRA_M0012259,,
GM0014964,GT0003676,SRA_M0012260,,
GM0014965,GT0003676,SRA_M0012261,,
GM0014966,GT0003677,,SRB_M0009754,SRC_M0005813
GM0014967,GT0003677,SRA_M0012262,,
GM0014968,GT0003678,SRA_M0012263,,
GM0014969,GT0003678,SRA_M0012264,,
GM0014970,GT0003678,SRA_M0012265,SRB_M0009755,SRC_M0005814
GM0014971,GT0003678,SRA_M0012266,SRB_M0009756,SRC_M0005815
GM0014972,GT0003678,SRA_M0012267,SRB_M0009757,SRC_M0005816
GM0014973,GT0003678,SRA_M0012268,SRB_M0009758,
GM0014974,GT0003679,SRA_M0012269,,
GM0014975,GT0003679,SRA_M0012270,,
GM0014976,GT0003679,SRA_M0012271,,
GM0014977,GT0003679,SRA_M0012272,,
GM0014978,GT0003680,SRA_M0012273,SRB_M0009759,SRC_M0005817
GM0014979,GT0003680,SRA_M0012274,SRB_M0009760,
GM0014980,GT0003681,SRA_M0012275,,
GM0014981,GT0003681,SRA_M0012276,,
GM0014982,GT0003682,SRA_M0012277,,SRC_M0005818
GM0014983,GT0003682,SRA_M0012278,,SRC_M0005819
GM0014984,GT0003682,SRA_M0012279,,SRC_M0005820
GM0014985,GT0003682,SRA_M0012280,,SRC_M0005821
GM0014986,GT0003683,SRA_M0012281,,
GM0014987,GT0003683,SRA_M0012282,SRB_M0009761,SRC_M0005822
GM0014988,GT0003683,SRA_M0012283,SRB_M0009762,
GM0014989,GT0003683,SRA_M0012284,SRB_M0009763,SRC_M0005823
GM0014990,GT0003683,SRA_M0012285,SRB_M0009764,SRC_M0005824
GM0014991,GT0003683,SRA_M0012286,SRB_M0009765,
GM0014992,GT0003684,,SRB_M0009766,SRC_M0005825
GM0014993,GT0003684,,,SRC_M0005826
GM0014994,GT0003684,,,SRC_M0005827
GM0014995,GT0003685,SRA_M0012287,,
GM0014996,GT0003685,SRA_M0012288,SRB_M0009767,
GM0014997,GT0003686,,SRB_M0009768,
GM0014998,GT0003686,,SRB_M0009769,SRC_M0005828
GM0014999,GT0003686,,SRB_M0009770,
GM0015000,GT0003686,,SRB_M0009771,SRC_M0005829
GM0015001,GT0003686,,,SRC_M0005830
GM0015002,GT0003686,,SRB_M0009772,SRC_M0005831
GM0015003,GT0003687,SRA_M0012289,,SRC_M0005832
GM0015004,GT0003687,SRA_M0012290,,SRC_M0005833
GM0015005,GT0003687,SRA_M0012291,,SRC_M0005834
GM0015006,GT0003687,SRA_M0012292,,
GM0015007,GT0003687,SRA_M0012293,,
GM0015008,GT0003687,,,SRC_M0005835
GM0015009,GT0003688,SRA_M0012294,,SRC_M0005836
GM0015010,GT0003688,SRA_M0012295,,
GM0015011,GT0003688,SRA_M0012296,,SRC_M0005837
GM0015012,GT0003688,SRA_M0012297,,SRC_M0005838
GM0015013,GT0003688,SRA_M0012298,,
GM0015014,GT0003689,SRA_M0012299,,SRC_M0005839
GM0015015,GT0003689,SRA_M0012300,,SRC_M0005840
GM0015016,GT0003689,SRA_M0012301,,SRC_M0005841
GM0015017,GT0003689,SRA_M0012302,,
GM0015018,GT0003689,SRA_M0012303,,
GM0015019,GT0003689,SRA_M0012304,,
GM0015020,GT0003690,,SRB_M0009773,SRC_M0005842
GM0015021,GT0003690,,SRB_M0009774,SRC_M0005843
GM0015022,GT0003690,,SRB_M0009775,SRC_M0005844
GM0015023,GT0003690,,SRB_M0009776,SRC_M0005845
GM0015024,GT0003691,SRA_M0012305,SRB_M0009778,SRC_M0005846
GM0015025,GT0003691,,SRB_M0009779,SRC_M0005847
GM0015026,GT0003692,,SRB_M0009781,
GM0015027,GT0003692,,SRB_M0009782,SRC_M0005848
GM0015028,GT0003692,,SRB_M0009783,SRC_M0005849
GM0015029,GT0003692,,SRB_M0009784,
GM0015030,GT0003693,SRA_M0012306,SRB_M0009785,
GM0015031,GT0003693,SRA_M0012307,SRB_M0009786,
GM0015032,GT0003693,SRA_M0012308,SRB_M0009787,
GM0015033,GT0003693,SRA_M0012309,SRB_M0009788,
GM0015034,GT0003694,SRA_M0012310,SRB_M0009789,
GM0015035,GT0003694,SRA_M0012311,SRB_M0009790,
GM0015036,GT0003694,,,
GM0015037,GT0003694,SRA_M0012312,SRB_M0009791,
GM0015038,GT0003695,,,
GM0015039,GT0003695,,,
GM0015040,GT0003695,,,
GM0015041,GT0003695,,,
GM0015042,GT0003696,SRA_M0012313,SRB_M0009792,SRC_M0005850
GM0015043,GT0003696,SRA_M0012314,SRB_M0009793,
GM0015044,GT0003696,SRA_M0012315,,
GM0015045,GT0003697,SRA_M0012316,,
GM0015046,GT0003697,SRA_M0012317,SRB_M0009794,
GM0015047,GT0003697,SRA_M0012318,SRB_M0009795,
GM0015048,GT0003697,SRA_M0012319,SRB_M0009796,
GM0015049,GT0003698,SRA_M0012320,SRB_M0009797,
GM0015050,GT0003698,SRA_M0012321,SRB_M0009798,
GM0015051,GT0003698,SRA_M0012322,SRB_M0009799,
GM0015052,GT0003698,,SRB_M0009800,
GM0015053,GT0003699,SRA_M0012323,SRB_M0009801,
GM0015054,GT0003699,SRA_M0012324,,
GM0015055,GT0003700,SRA_M0012325,,SRC_M0005851
GM0015056,GT0003700,SRA_M0012326,,
GM0015057,GT0003700,SRA_M0012327,,SRC_M0005852
GM0015058,GT0003700,SRA_M0012328,,
GM0015059,GT0003701,SRA_M0012329,SRB_M0009802,
GM0015060,GT0003701,SRA_M0012330,SRB_M0009803,
GM0015061,GT0003701,SRA_M0012331,SRB_M0009804,
GM0015062,GT0003701,SRA_M0012332,SRB_M0009805,
GM0015063,GT0003701,SRA_M0012333,SRB_M0009806,
GM0015064,GT0003702,SRA_M0012334,SRB_M0009807,
GM0015065,GT0003702,SRA_M0012335,SRB_M0009808,
GM0015066,GT0003702,SRA_M0012336,SRB_M0009809,
GM0015067,GT0003702,SRA_M0012337,SRB_M0009810,
GM0015068,GT0003702,SRA_M0012338,SRB_M0009811,
GM0015069,GT0003703,,SRB_M0009812,SRC_M0005853
GM0015070,GT0003703,SRA_M0012339,SRB_M0009813,SRC_M0005854
GM0015071,GT0003703,SRA_M0012340,SRB_M0009814,SRC_M0005855
GM0015072,GT0003703,SRA_M0012341,SRB_M0009815,SRC_M0005856
GM0015073,GT0003703,SRA_M0012342,,
GM0015074,GT0003703,SRA_M0012343,SRB_M0009816,SRC_M0005857
GM0015075,GT0003704,SRA_M0012344,,
GM0015076,GT0003704,SRA_M0012345,SRB_M0009817,
GM0015077,GT0003704,SRA_M0012346,SRB_M0009818,
GM0015078,GT0003704,SRA_M0012347,SRB_M0009819,
GM0015079,GT0003704,,SRB_M0009820,
GM0015080,GT0003704,SRA_M0012348,SRB_M0009821,
GM0015081,GT0003705,SRA_M0012349,,
GM0015082,GT0003705,SRA_M0012350,,
GM0015083,GT0003705,SRA_M0012351,,
GM0015084,GT0003705,SRA_M0012352,,
GM0015085,GT0003705,SRA_M0012353,,
GM0015086,GT0003705,SRA_M0012354,,
GM0015087,GT0003706,SRA_M0012355,,SRC_M0005858
GM0015088,GT0003706,SRA_M0012356,,
GM0015089,GT0003706,SRA_M0012357,,SRC_M0005859
GM0015090,GT0003706,SRA_M0012358,,
GM0015091,GT0003706,SRA_M0012359,,SRC_M0005860
GM0015092,GT0003706,SRA_M0012360,,
GM0015093,GT0003707,SRA_M0012361,,
GM0015094,GT0003707,SRA_M0012362,SRB_M0009822,
GM0015095,GT0003707,SRA_M0012363,SRB_M0009823,
GM0015096,GT0003707,SRA_M0012364,,
GM0015097,GT0003707,,SRB_M0009824,
GM0015098,GT0003708,SRA_M0012365,SRB_M0009825,
GM0015099,GT0003708,SRA_M0012366,SRB_M0009826,SRC_M0005861
GM0015100,GT0003708,SRA_M0012367,SRB_M0009827,SRC_M0005862
GM0015101,GT0003708,SRA_M0012368,,SRC_M0005863
GM0015102,GT0003709,SRA_M0012369,SRB_M0009828,
GM0015103,GT0003709,SRA_M0012370,SRB_M0009829,
GM0015104,GT0003709,SRA_M0012371,,
GM0015105,GT0003709,SRA_M0012372,,
GM0015106,GT0003710,SRA_M0012373,,SRC_M0005864
GM0015107,GT0003710,SRA_M0012374,SRB_M0009830,SRC_M0005865
GM0015108,GT0003710,SRA_M0012375,,SRC_M0005866
GM0015109,GT0003710,SRA_M0012376,SRB_M0009831,SRC_M0005867
GM0015110,GT0003711,,SRB_M0009832,
GM0015111,GT0003711,,SRB_M0009833,
GM0015112,GT0003711,,,
GM0015113,GT0003711,,SRB_M0009834,
GM0015114,GT0003711,,SRB_M0009835,
GM0015115,GT0003711,,SRB_M0009836,
GM0015116,GT0003712,SRA_M0012377,SRB_M0009837,
GM0015117,GT0003712,SRA_M0012378,,
GM0015118,GT0003713,SRA_M0012379,SRB_M0009838,
GM0015119,GT0003713,SRA_M0012380,SRB_M0009839,
GM0015120,GT0003714,SRA_M0012381,SRB_M0009840,SRC_M0005868
GM0015121,GT0003714,SRA_M0012382,,SRC_M0005869
GM0015122,GT0003714,SRA_M0012383,SRB_M0009841,SRC_M0005870
GM0015123,GT0003714,SRA_M0012384,SRB_M0009842,
GM0015124,GT0003714,SRA_M0012385,SRB_M0009843,SRC_M0005871
GM0015125,GT0003714,SRA_M0012386,SRB_M0009844,SRC_M0005872
GM0015126,GT0003715,,,
GM0015127,GT0003715,SRA_M0012388,,
GM0015128,GT0003715,SRA_M0012389,,
GM0015129,GT0003716,SRA_M0012390,,
GM0015130,GT0003716,SRA_M0012391,,
GM0015131,GT0003717,SRA_M0012392,SRB_M0009845,SRC_M0005873
GM0015132,GT0003717,SRA_M0012393,SRB_M0009846,SRC_M0005874
GM0015133,GT0003718,SRA_M0012394,SRB_M0009847,
GM0015134,GT0003718,SRA_M0012395,SRB_M0009848,
GM0015135,GT0003718,SRA_M0012396,SRB_M0009849,
GM0015136,GT0003718,SRA_M0012397,SRB_M0009850,
GM0015137,GT0003718,SRA_M0012398,SRB_M0009851,
GM0015138,GT0003719,,SRB_M0009852,SRC_M0005875
GM0015139,GT0003719,SRA_M0012399,SRB_M0009853,
GM0015140,GT0003719,SRA_M0012400,SRB_M0009854,SRC_M0005876
GM0015141,GT0003719,SRA_M0012401,SRB_M0009855,SRC_M0005877
GM0015142,GT0003719,SRA_M0012402,,
GM0015143,GT0003719,,SRB_M0009856,SRC_M0005878
GM0015144,GT0003720,SRA_M0012403,SRB_M0009857,
GM0015145,GT0003720,SRA_M0012404,,
GM0015146,GT0003720,SRA_M0012405,SRB_M0009858,
GM0015147,GT0003720,SRA_M0012406,,
GM0015148,GT0003720,SRA_M0012407,SRB_M0009859,
GM0015149,GT0003721,,,
GM0015150,GT0003721,SRA_M0012408,,
GM0015151,GT0003721,,,
GM0015152,GT0003721,SRA_M0012409,,
GM0015153,GT0003722,SRA_M0012410,,
GM0015154,GT0003722,,,
GM0015155,GT0003722,,,
GM0015156,GT0003722,SRA_M0012411,,
GM0015157,GT0003722,SRA_M0012412,SRB_M0009860,
GM0015158,GT0003722,SRA_M0012413,SRB_M0009861,
GM0015159,GT0003723,,SRB_M0009862,
GM0015160,GT0003723,SRA_M0012414,,
GM0015161,GT0003723,SRA_M0012415,SRB_M0009863,
GM0015162,GT0003723,SRA_M0012416,SRB_M0009864,
GM0015163,GT0003723,SRA_M0012417,SRB_M0009865,
GM0015164,GT0003723,SRA_M0012418,,
GM0015165,GT0003724,SRA_M0012419,SRB_M0009866,
GM0015166,GT0003724,SRA_M0012420,SRB_M0009867,
GM0015167,GT0003725,SRA_M0012421,SRB_M0009868,SRC_M0005879
GM0015168,GT0003725,SRA_M0012422,SRB_M0009869,SRC_M0005880
GM0015169,GT0003726,,SRB_M0009870,SRC_M0005881
GM0015170,GT0003726,SRA_M0012423,,
GM0015171,GT0003726,SRA_M0012424,,SRC_M0005882
GM0015172,GT0003726,SRA_M0012425,SRB_M0009871,SRC_M0005883
GM0015173,GT0003727,SRA_M0012426,,SRC_M0005884
GM0015174,GT0003727,SRA_M0012427,SRB_M0009872,
GM0015175,GT0003727,SRA_M0012428,SRB_M0009873,
GM0015176,GT0003727,SRA_M0012429,SRB_M0009874,SRC_M0005885
GM0015177,GT0003727,SRA_M0012430,,SRC_M0005886
GM0015178,GT0003728,SRA_M0012431,SRB_M0009875,SRC_M0005887
GM0015179,GT0003728,SRA_M0012432,,
GM0015180,GT0003728,SRA_M0012433,SRB_M0009876,SRC_M0005888
GM0015181,GT0003728,SRA_M0012434,SRB_M0009877,
GM0015182,GT0003729,SRA_M0012435,SRB_M0009878,
GM0015183,GT0003729,SRA_M0012436,SRB_M0009879,
GM0015184,GT0003729,SRA_M0012437,,
GM0015185,GT0003729,SRA_M0012438,SRB_M0009880,
GM0015186,GT0003729,SRA_M0012439,SRB_M0009881,
GM0015187,GT0003729,SRA_M0012440,SRB_M0009882,
GM0015188,GT0003730,SRA_M0012441,SRB_M0009883,
GM0015189,GT0003730,SRA_M0012442,,
GM0015190,GT0003731,,,
GM0015191,GT0003731,SRA_M0012443,SRB_M0009884,
GM0015192,GT0003732,SRA_M0012444,SRB_M0009885,
GM0015193,GT0003732,,SRB_M0009886,
GM0015194,GT0003733,SRA_M0012445,SRB_M0009887,
GM0015195,GT0003733,SRA_M0012446,SRB_M0009888,
GM0015196,GT0003733,SRA_M0012447,SRB_M0009889,
GM0015197,GT0003733,SRA_M0012448,SRB_M0009890,
GM0015198,GT0003734,SRA_M0012449,SRB_M0009891,
GM0015199,GT0003734,SRA_M0012450,SRB_M0009892,
GM0015200,GT0003734,SRA_M0012451,SRB_M0009893,
GM0015201,GT0003735,SRA_M0012452,,
GM0015202,GT0003735,SRA_M0012453,SRB_M0009894,
GM0015203,GT0003735,SRA_M0012454,SRB_M0009895,
GM0015204,GT0003735,SRA_M0012455,SRB_M0009896,
GM0015205,GT0003735,SRA_M0012456,SRB_M0009897,
GM0015206,GT0003736,SRA_M0012457,SRB_M0009898,
GM0015207,GT0003736,SRA_M0012458,SRB_M0009899,
GM0015208,GT0003736,SRA_M0012459,SRB_M0009900,
GM0015209,GT0003736,SRA_M0012460,SRB_M0009901,
GM0015210,GT0003737,SRA_M0012461,SRB_M0009903,
GM0015211,GT0003737,SRA_M0012462,SRB_M0009904,
